log_id,vehicle_id,log_date,depot,odometer_km,litres_filled,cost_per_litre,total_cost_gbp,fuel_type
FL-0000307,VEH-0085,2025-01-11,Manchester,266407,136.8,1.473,201.56,Diesel
FL-0000308,VEH-0040,2025-02-04,Birmingham,78880,91.2,1.52,138.62,Diesel
FL-0000309,VEH-0003,2025-02-25,Leeds,236377,108.3,1.791,193.94,HVO
FL-0000310,VEH-0054,2025-03-26,London,255157,120.8,1.54,186.07,Diesel
FL-0000311,VEH-0040,2025-01-28,Birmingham,202586,92.6,1.639,151.74,HVO
FL-0000312,VEH-0088,2025-02-02,Manchester,128051,51.8,1.805,93.43,Electric
FL-0000313,VEH-0082,2025-03-09,Bristol,250117,76.8,1.659,127.48,Diesel
FL-0000314,VEH-0062,2025-03-15,Leeds,79234,76.7,1.581,121.29,Diesel
FL-0000315,VEH-0016,2025-03-06,Birmingham,269727,72.7,1.467,106.64,Diesel
FL-0000316,VEH-0044,2025-03-27,Manchester,50147,89.2,1.652,147.28,Diesel
FL-0000317,VEH-0049,2025-01-04,Manchester,91772,102.4,1.567,160.45,Diesel
FL-0000318,VEH-0054,2025-02-14,London,129944,32.6,1.609,52.43,Diesel
FL-0000319,VEH-0096,2025-01-24,London,67624,118.3,1.516,179.29,Diesel
FL-0000320,VEH-0002,2025-01-11,London,65846,119.4,1.694,202.33,Electric
FL-0000321,VEH-0015,2025-03-16,Manchester,187326,56.9,1.815,103.24,Diesel
FL-0000322,VEH-0019,2025-03-26,Leeds,253620,125.4,1.472,184.62,Diesel
FL-0000323,VEH-0073,2025-02-02,London,285431,167.4,1.828,306.06,Diesel
FL-0000324,VEH-0030,2025-01-18,London,271601,76.6,1.745,133.72,Electric
FL-0000325,VEH-0057,2025-02-10,Glasgow,134510,134.7,1.82,245.13,Diesel
FL-0000326,VEH-0063,2025-01-28,London,79596,114.8,1.715,196.85,Diesel
FL-0000327,VEH-0037,2025-02-19,Glasgow,53676,189.5,1.698,321.7,Diesel
FL-0000328,VEH-0070,2025-01-26,London,220128,146.1,1.491,217.78,Diesel
FL-0000329,VEH-0013,2025-01-19,Birmingham,146445,91.5,1.709,156.4,Diesel
FL-0000330,VEH-0040,2025-02-10,Birmingham,251837,152.5,1.652,251.88,Diesel
FL-0000331,VEH-0033,2025-03-31,London,142141,141.7,1.629,230.9,HVO
FL-0000332,VEH-0068,2025-01-17,Bristol,92094,82.2,1.559,128.19,Diesel
FL-0000333,VEH-0071,2025-01-12,Bristol,76193,58.1,1.498,87.1,Electric
FL-0000334,VEH-0029,2025-03-31,London,71398,93.1,1.831,170.43,Diesel
FL-0000335,VEH-0084,2025-03-24,Bristol,299734,80.8,1.808,146.02,Diesel
FL-0000336,VEH-0003,2025-02-19,Leeds,236116,98.2,1.538,150.96,Diesel
FL-0000337,VEH-0084,2025-02-16,Bristol,112091,93.9,1.734,162.86,Diesel
FL-0000338,VEH-0089,2025-01-26,London,281206,149.0,1.586,236.24,Diesel
FL-0000339,VEH-0069,2025-03-09,Manchester,226287,84.0,1.523,127.93,Diesel
FL-0000340,VEH-0020,2025-02-10,London,173722,79.3,1.575,124.83,Diesel
FL-0000341,VEH-0100,2025-03-13,Leeds,80892,138.9,1.684,233.97,Diesel
FL-0000342,VEH-0048,2025-01-18,Glasgow,280602,120.1,1.713,205.69,Diesel
FL-0000343,VEH-0100,2025-01-09,Leeds,82190,60.7,1.494,90.68,Diesel
FL-0000344,VEH-0049,2025-03-19,Manchester,265679,118.9,1.676,199.28,Diesel
FL-0000345,VEH-0053,2025-03-03,Bristol,89785,151.9,1.744,264.83,Electric
FL-0000346,VEH-0077,2025-03-30,London,54651,139.2,1.621,225.61,Diesel
FL-0000347,VEH-0065,2025-01-21,Leeds,281684,154.8,1.74,269.35,HVO
FL-0000348,VEH-0027,2025-01-02,Leeds,76876,151.9,1.498,227.58,Diesel
FL-0000349,VEH-0071,2025-03-30,Bristol,275242,119.1,1.494,177.91,Electric
FL-0000350,VEH-0040,2025-01-12,Birmingham,272969,136.0,1.66,225.68,Diesel
FL-0000351,VEH-0057,2025-03-29,Glasgow,135513,108.5,1.626,176.44,Electric
FL-0000352,VEH-0075,2025-01-07,Glasgow,165101,77.4,1.6,123.89,Diesel
FL-0000353,VEH-0035,2025-01-28,Glasgow,96839,121.1,1.527,184.94,Diesel
FL-0000354,VEH-0039,2025-03-26,Glasgow,274684,168.4,1.842,310.28,Diesel
FL-0000355,VEH-0082,2025-02-03,Bristol,293792,148.7,1.686,250.69,HVO
FL-0000356,VEH-0055,2025-02-05,London,90461,130.7,1.493,195.17,Diesel
FL-0000357,VEH-0007,2025-03-07,Bristol,261086,124.3,1.471,182.85,Diesel
FL-0000358,VEH-0052,2025-03-28,London,258613,133.3,1.779,237.21,Electric
FL-0000359,VEH-0012,2025-03-03,Birmingham,206326,119.1,1.692,201.51,Diesel
FL-0000360,VEH-0089,2025-01-23,London,56237,95.4,1.55,147.93,Diesel
FL-0000361,VEH-0015,2025-01-09,Manchester,256753,77.8,1.693,131.68,Diesel
FL-0000362,VEH-0020,2025-02-26,London,266842,100.1,1.534,153.49,HVO
FL-0000363,VEH-0002,2025-02-06,London,156404,103.0,1.729,178.16,HVO
FL-0000364,VEH-0085,2025-02-18,Manchester,88630,88.0,1.839,161.87,Electric
FL-0000365,VEH-0096,2025-02-08,London,289777,133.7,1.557,208.24,Diesel
FL-0000366,VEH-0045,2025-02-28,Birmingham,246517,71.3,1.784,127.26,Diesel
FL-0000367,VEH-0034,2025-02-15,Glasgow,106868,123.5,1.769,218.45,Diesel
FL-0000368,VEH-0010,2025-02-18,London,50835,170.0,1.517,257.97,Diesel
FL-0000369,VEH-0077,2025-01-19,London,133014,177.8,1.498,266.33,Diesel
FL-0000370,VEH-0048,2025-02-07,Glasgow,208746,134.3,1.633,219.35,Diesel
FL-0000371,VEH-0097,2025-01-20,London,234862,138.9,1.669,231.78,Diesel
FL-0000372,VEH-0026,2025-01-13,Manchester,248207,110.4,1.5,165.53,Diesel
FL-0000373,VEH-0048,2025-02-08,Glasgow,269946,20.0,1.762,35.24,Electric
FL-0000374,VEH-0083,2025-03-10,Birmingham,166017,118.5,1.579,187.16,Diesel
FL-0000375,VEH-0030,2025-01-08,London,57717,61.1,1.587,96.97,Diesel
FL-0000376,VEH-0060,2025-03-23,Glasgow,109877,61.1,1.496,91.33,Electric
FL-0000377,VEH-0038,2025-01-07,Manchester,224721,120.6,1.54,185.73,Diesel
FL-0000378,VEH-0065,2025-02-12,Leeds,55669,108.4,1.578,171.1,Diesel
FL-0000379,VEH-0093,2025-02-20,Bristol,58560,141.0,1.804,254.3,Diesel
FL-0000380,VEH-0012,2025-02-16,Birmingham,229896,120.3,1.758,211.57,Diesel
FL-0000381,VEH-0046,2025-03-24,Glasgow,290456,126.4,1.519,191.94,Electric
FL-0000382,VEH-0097,2025-01-20,London,151580,127.1,1.821,231.48,Diesel
FL-0000383,VEH-0025,2025-03-04,Manchester,76826,104.7,1.653,173.03,Diesel
FL-0000384,VEH-0035,2025-03-10,Glasgow,281726,141.2,1.823,257.35,Diesel
FL-0000385,VEH-0065,2025-01-19,Leeds,148736,119.5,1.617,193.21,Diesel
FL-0000386,VEH-0084,2025-01-15,Bristol,133315,116.0,1.574,182.57,HVO
FL-0000387,VEH-0043,2025-03-01,London,219863,81.4,1.466,119.32,Diesel
FL-0000388,VEH-0027,2025-02-14,Leeds,130611,138.5,1.549,214.6,HVO
FL-0000389,VEH-0035,2025-03-12,Glasgow,67867,62.6,1.642,102.79,Diesel
FL-0000390,VEH-0070,2025-01-06,London,125226,116.2,1.642,190.8,Diesel
FL-0000391,VEH-0046,2025-03-04,Glasgow,116666,120.0,1.763,211.59,Diesel
FL-0000392,VEH-0023,2025-03-25,Manchester,154330,130.7,1.577,206.08,Diesel
FL-0000393,VEH-0081,2025-02-03,Leeds,135428,124.6,1.799,224.14,Electric
FL-0000394,VEH-0032,2025-01-31,Manchester,183252,80.4,1.69,135.8,Diesel
FL-0000395,VEH-0015,2025-01-16,Manchester,215438,144.4,1.585,228.89,Diesel
FL-0000396,VEH-0018,2025-03-31,Leeds,162729,202.2,1.671,337.88,HVO
FL-0000397,VEH-0001,2025-03-15,Birmingham,77101,128.2,1.664,213.26,HVO
FL-0000398,VEH-0014,2025-02-19,Birmingham,256128,98.6,1.801,177.66,Diesel
FL-0000399,VEH-0045,2025-01-02,Birmingham,217434,87.5,1.591,139.22,Diesel
FL-0000400,VEH-0007,2025-02-14,Bristol,215339,109.9,1.779,195.45,HVO
FL-0000401,VEH-0100,2025-03-05,Leeds,237965,65.9,1.753,115.46,Diesel
FL-0000402,VEH-0003,2025-01-05,Leeds,134269,70.6,1.514,106.93,Diesel
FL-0000403,VEH-0066,2025-01-28,Bristol,64980,138.2,1.703,235.3,Diesel
FL-0000404,VEH-0052,2025-01-23,London,208880,118.8,1.473,174.95,Electric
FL-0000405,VEH-0073,2025-02-01,London,164160,140.2,1.776,248.99,Diesel
FL-0000406,VEH-0081,2025-03-16,Leeds,233785,98.6,1.582,155.98,Diesel
FL-0000407,VEH-0020,2025-03-31,London,232552,113.6,1.64,186.24,Electric
FL-0000408,VEH-0079,2025-02-05,Leeds,150856,166.3,1.453,241.58,Electric
FL-0000409,VEH-0013,2025-03-01,Birmingham,227674,154.9,1.846,285.87,Diesel
FL-0000410,VEH-0089,2025-03-28,London,81477,98.8,1.489,147.18,Diesel
FL-0000411,VEH-0068,2025-01-17,Bristol,146006,113.1,1.794,202.82,Diesel
FL-0000412,VEH-0045,2025-02-24,Birmingham,211765,71.0,1.85,131.38,Electric
FL-0000413,VEH-0096,2025-03-01,London,132882,127.1,1.663,211.3,Electric
FL-0000414,VEH-0037,2025-03-21,Glasgow,255280,115.6,1.737,200.81,Diesel
FL-0000415,VEH-0046,2025-02-01,Glasgow,231207,154.2,1.531,236.08,Diesel
FL-0000416,VEH-0021,2025-02-03,Birmingham,159678,30.4,1.632,49.68,Diesel
FL-0000417,VEH-0051,2025-01-07,Glasgow,123960,135.3,1.617,218.84,Diesel
FL-0000418,VEH-0068,2025-02-05,Bristol,80708,91.2,1.65,150.54,Electric
FL-0000419,VEH-0044,2025-02-01,Manchester,58474,135.7,1.713,232.46,HVO
FL-0000420,VEH-0004,2025-01-04,Birmingham,288660,165.2,1.524,251.71,Diesel
FL-0000421,VEH-0007,2025-01-15,Bristol,84097,112.9,1.784,201.47,Diesel
FL-0000422,VEH-0042,2025-03-14,London,134053,126.7,1.521,192.74,Diesel
FL-0000423,VEH-0070,2025-03-19,London,210433,162.0,1.689,273.57,Diesel
FL-0000424,VEH-0025,2025-03-04,Manchester,114729,112.5,1.599,179.96,Diesel
FL-0000425,VEH-0078,2025-02-04,Glasgow,177492,80.8,1.697,137.1,Diesel
FL-0000426,VEH-0002,2025-03-02,London,130476,148.6,1.794,266.61,Electric
FL-0000427,VEH-0014,2025-03-14,Birmingham,271294,65.5,1.505,98.64,Diesel
FL-0000428,VEH-0004,2025-01-31,Birmingham,66818,131.6,1.843,242.55,Diesel
FL-0000429,VEH-0087,2025-02-12,Bristol,196500,151.8,1.561,236.91,HVO
FL-0000430,VEH-0049,2025-03-01,Manchester,179152,122.5,1.636,200.33,Electric
FL-0000431,VEH-0034,2025-02-04,Glasgow,166290,155.0,1.747,270.85,HVO
FL-0000432,VEH-0041,2025-02-20,Bristol,215977,155.1,1.829,283.65,Diesel
FL-0000433,VEH-0040,2025-02-20,Birmingham,192555,69.9,1.594,111.4,Diesel
FL-0000434,VEH-0001,2025-02-15,Birmingham,134333,71.5,1.504,107.5,Diesel
FL-0000435,VEH-0057,2025-01-21,Glasgow,123226,99.8,1.776,177.19,Diesel
FL-0000436,VEH-0025,2025-01-10,Manchester,244193,118.0,1.81,213.64,Diesel
FL-0000437,VEH-0086,2025-01-10,Leeds,299667,147.7,1.584,234.0,Diesel
FL-0000438,VEH-0033,2025-02-22,London,129868,139.7,1.741,243.14,Electric
FL-0000439,VEH-0067,2025-02-17,Manchester,268519,119.2,1.633,194.6,Diesel
FL-0000440,VEH-0045,2025-02-23,Birmingham,216915,122.9,1.587,195.0,Diesel
FL-0000441,VEH-0011,2025-01-05,Glasgow,148699,130.1,1.554,202.11,Diesel
FL-0000442,VEH-0060,2025-02-11,Glasgow,165325,166.2,1.75,290.86,Diesel
FL-0000443,VEH-0027,2025-01-20,Leeds,250892,20.0,1.499,29.98,Diesel
FL-0000444,VEH-0050,2025-02-01,Birmingham,274333,66.5,1.5,99.78,Diesel
FL-0000445,VEH-0078,2025-01-02,Glasgow,250109,125.3,1.483,185.84,Diesel
FL-0000446,VEH-0067,2025-03-06,Manchester,110391,72.9,1.828,133.26,Electric
FL-0000447,VEH-0059,2025-02-22,London,92079,85.3,1.835,156.56,Diesel
FL-0000448,VEH-0054,2025-02-26,London,106734,131.2,1.557,204.27,HVO
FL-0000449,VEH-0089,2025-03-09,London,79810,147.6,1.628,240.35,HVO
FL-0000450,VEH-0052,2025-02-08,London,267071,97.0,1.625,157.59,Diesel
FL-0000451,VEH-0054,2025-02-06,London,244912,73.8,1.702,125.56,Diesel
FL-0000452,VEH-0095,2025-02-20,Manchester,205540,148.3,1.688,250.36,Electric
FL-0000453,VEH-0010,2025-03-22,London,166880,81.2,1.508,122.43,HVO
FL-0000454,VEH-0080,2025-03-16,London,175450,141.0,1.61,227.01,Diesel
FL-0000455,VEH-0050,2025-01-26,Birmingham,105782,76.9,1.729,132.9,Diesel
FL-0000456,VEH-0099,2025-01-21,Glasgow,227215,133.8,1.523,203.78,Diesel
FL-0000457,VEH-0006,2025-03-24,Bristol,93986,105.8,1.705,180.41,Diesel
FL-0000458,VEH-0053,2025-03-15,Bristol,113745,79.1,1.482,117.2,Diesel
FL-0000459,VEH-0043,2025-01-20,London,256685,144.4,1.534,221.45,Diesel
FL-0000460,VEH-0054,2025-03-05,London,269089,79.3,1.789,141.93,Diesel
FL-0000461,VEH-0042,2025-03-04,London,149580,54.2,1.749,94.75,Diesel
FL-0000462,VEH-0015,2025-01-19,Manchester,274962,42.3,1.833,77.51,Diesel
FL-0000463,VEH-0058,2025-02-05,Manchester,233515,125.0,1.787,223.45,Diesel
FL-0000464,VEH-0066,2025-01-26,Bristol,106768,154.8,1.458,225.69,Diesel
FL-0000465,VEH-0100,2025-03-03,Leeds,252183,115.7,1.811,209.46,Diesel
FL-0000466,VEH-0074,2025-03-13,Manchester,76388,164.2,1.665,273.42,Diesel
FL-0000467,VEH-0079,2025-03-20,Leeds,107749,140.5,1.683,236.54,Diesel
FL-0000468,VEH-0055,2025-01-17,London,108734,66.8,1.552,103.62,Diesel
FL-0000469,VEH-0088,2025-03-19,Manchester,258040,133.7,1.533,204.89,Electric
FL-0000470,VEH-0004,2025-02-04,Birmingham,219432,137.8,1.812,249.7,Diesel
FL-0000471,VEH-0057,2025-03-12,Glasgow,77078,62.5,1.508,94.27,Electric
FL-0000472,VEH-0023,2025-01-29,Manchester,252699,80.3,1.661,133.41,Diesel
FL-0000473,VEH-0045,2025-02-09,Birmingham,94497,102.7,1.822,187.17,HVO
FL-0000474,VEH-0077,2025-01-04,London,136424,114.7,1.607,184.26,Diesel
FL-0000475,VEH-0078,2025-02-03,Glasgow,168926,161.0,1.764,283.95,Diesel
FL-0000476,VEH-0011,2025-01-10,Glasgow,194213,78.2,1.481,115.78,Diesel
FL-0000477,VEH-0060,2025-01-24,Glasgow,67229,161.5,1.704,275.19,Diesel
FL-0000478,VEH-0053,2025-01-23,Bristol,280702,114.7,1.771,203.13,Diesel
FL-0000479,VEH-0065,2025-03-23,Leeds,100123,106.5,1.745,185.8,Diesel
FL-0000480,VEH-0052,2025-03-09,London,91806,108.6,1.841,199.89,Diesel
FL-0000481,VEH-0016,2025-03-22,Birmingham,171025,125.9,1.495,188.22,Diesel
FL-0000482,VEH-0044,2025-01-29,Manchester,125081,160.0,1.493,238.86,Electric
FL-0000483,VEH-0096,2025-02-17,London,251993,123.4,1.765,217.72,Diesel
FL-0000484,VEH-0052,2025-03-15,London,158636,81.5,1.542,125.61,Diesel
FL-0000485,VEH-0016,2025-01-17,Birmingham,223817,115.6,1.745,201.65,HVO
FL-0000486,VEH-0016,2025-03-01,Birmingham,226578,167.6,1.53,256.43,Diesel
FL-0000487,VEH-0094,2025-02-01,London,187311,110.9,1.635,181.27,Diesel
FL-0000488,VEH-0085,2025-01-19,Manchester,83696,62.7,1.584,99.27,Diesel
FL-0000489,VEH-0090,2025-01-09,London,195007,26.0,1.783,46.33,Diesel
FL-0000490,VEH-0040,2025-02-24,Birmingham,294817,120.1,1.566,188.01,Diesel
FL-0000491,VEH-0063,2025-03-12,London,240787,147.8,1.642,242.7,HVO
FL-0000492,VEH-0096,2025-03-20,London,143854,59.6,1.805,107.58,HVO
FL-0000493,VEH-0033,2025-03-07,London,225751,100.5,1.806,181.59,Diesel
FL-0000494,VEH-0028,2025-02-18,Leeds,294856,114.0,1.595,181.9,Diesel
FL-0000495,VEH-0043,2025-02-06,London,133558,147.7,1.593,235.33,Diesel
FL-0000496,VEH-0019,2025-01-21,Leeds,69232,128.3,1.572,201.65,Diesel
FL-0000497,VEH-0021,2025-01-06,Birmingham,267897,64.3,1.744,112.11,Diesel
FL-0000498,VEH-0073,2025-01-06,London,135535,103.1,1.634,168.45,Electric
FL-0000499,VEH-0019,2025-03-14,Leeds,218415,100.1,1.521,152.31,Diesel
FL-0000500,VEH-0012,2025-03-19,Birmingham,293351,79.7,1.752,139.64,Electric
FL-0000501,VEH-0095,2025-03-06,Manchester,97933,142.0,1.552,220.37,Diesel
FL-0000502,VEH-0061,2025-01-25,Glasgow,80354,141.7,1.469,208.19,Diesel
FL-0000503,VEH-0079,2025-02-11,Leeds,254885,103.6,1.633,169.19,Diesel
FL-0000504,VEH-0017,2025-01-01,London,272136,143.4,1.537,220.48,Diesel
FL-0000505,VEH-0007,2025-01-08,Bristol,172777,116.7,1.787,208.58,HVO
FL-0000506,VEH-0040,2025-02-02,Birmingham,205034,57.1,1.625,92.8,Diesel
FL-0000507,VEH-0013,2025-02-18,Birmingham,231174,69.1,1.454,100.46,Diesel
FL-0000508,VEH-0044,2025-02-14,Manchester,249418,148.2,1.758,260.56,Electric
FL-0000509,VEH-0053,2025-02-23,Bristol,206555,152.1,1.451,220.76,Diesel
FL-0000510,VEH-0004,2025-01-10,Birmingham,260261,144.4,1.583,228.61,Diesel
FL-0000511,VEH-0065,2025-03-24,Leeds,209834,76.4,1.618,123.61,Diesel
FL-0000512,VEH-0084,2025-01-09,Bristol,64160,80.1,1.645,131.82,Diesel
FL-0000513,VEH-0041,2025-02-10,Bristol,212784,81.3,1.514,123.09,Diesel
FL-0000514,VEH-0069,2025-03-19,Manchester,156219,137.6,1.84,253.22,Diesel
FL-0000515,VEH-0073,2025-03-15,London,288832,117.3,1.647,193.14,Electric
FL-0000516,VEH-0050,2025-03-25,Birmingham,99207,65.4,1.821,119.02,Diesel
FL-0000517,VEH-0029,2025-03-03,London,216381,74.2,1.527,113.28,Electric
FL-0000518,VEH-0013,2025-03-14,Birmingham,227456,124.3,1.847,229.5,Diesel
FL-0000519,VEH-0083,2025-03-30,Birmingham,242409,90.3,1.803,162.9,Diesel
FL-0000520,VEH-0100,2025-03-05,Leeds,230629,70.9,1.541,109.32,Diesel
FL-0000521,VEH-0062,2025-03-02,Leeds,107932,160.2,1.787,286.28,Electric
FL-0000522,VEH-0059,2025-03-01,London,198423,168.1,1.511,253.93,Diesel
FL-0000523,VEH-0048,2025-01-07,Glasgow,79085,32.1,1.523,48.87,Diesel
FL-0000524,VEH-0033,2025-01-12,London,124819,170.1,1.783,303.31,HVO
FL-0000525,VEH-0037,2025-01-13,Glasgow,244085,94.2,1.548,145.77,Diesel
FL-0000526,VEH-0092,2025-01-22,Leeds,129749,105.3,1.511,159.17,Electric
FL-0000527,VEH-0033,2025-01-06,London,77907,112.6,1.78,200.44,HVO
FL-0000528,VEH-0020,2025-03-27,London,181040,61.0,1.718,104.85,HVO
FL-0000529,VEH-0091,2025-03-24,Manchester,249469,153.1,1.619,247.85,Diesel
FL-0000530,VEH-0010,2025-03-05,London,67864,103.9,1.637,170.08,Diesel
FL-0000531,VEH-0047,2025-03-02,London,59176,158.0,1.742,275.26,Diesel
FL-0000532,VEH-0068,2025-02-14,Bristol,115410,84.1,1.509,126.84,Diesel
FL-0000533,VEH-0030,2025-02-27,London,67922,79.7,1.786,142.31,Diesel
FL-0000534,VEH-0043,2025-02-10,London,112123,138.1,1.54,212.64,HVO
FL-0000535,VEH-0015,2025-02-26,Manchester,108029,100.6,1.759,176.91,Diesel
FL-0000536,VEH-0004,2025-01-25,Birmingham,77917,86.5,1.843,159.37,Diesel
FL-0000537,VEH-0042,2025-02-09,London,105739,146.9,1.775,260.81,Diesel
FL-0000538,VEH-0069,2025-03-12,Manchester,256989,196.9,1.595,314.12,Diesel
FL-0000539,VEH-0078,2025-01-26,Glasgow,63846,68.4,1.569,107.3,Diesel
FL-0000540,VEH-0005,2025-02-17,Leeds,286415,153.4,1.841,282.37,HVO
FL-0000541,VEH-0045,2025-02-26,Birmingham,280606,103.5,1.626,168.33,Diesel
FL-0000542,VEH-0062,2025-03-10,Leeds,156315,154.0,1.841,283.51,Electric
FL-0000543,VEH-0066,2025-01-16,Bristol,58832,86.5,1.712,148.06,Diesel
FL-0000544,VEH-0061,2025-03-29,Glasgow,136268,91.6,1.691,154.96,Diesel
FL-0000545,VEH-0003,2025-03-10,Leeds,206875,131.6,1.613,212.34,Diesel
FL-0000546,VEH-0007,2025-02-12,Bristol,214951,126.2,1.554,196.16,Diesel
FL-0000547,VEH-0003,2025-02-12,Leeds,255511,139.2,1.717,238.92,Diesel
FL-0000548,VEH-0100,2025-03-15,Leeds,106096,67.5,1.469,99.18,Diesel
FL-0000549,VEH-0069,2025-01-18,Manchester,103235,66.8,1.683,112.49,Diesel
FL-0000550,VEH-0077,2025-01-04,London,125797,138.6,1.565,216.85,Diesel
FL-0000551,VEH-0094,2025-02-16,London,201672,110.1,1.481,163.1,Diesel
FL-0000552,VEH-0098,2025-02-16,Glasgow,277998,133.0,1.629,216.7,Diesel
FL-0000553,VEH-0014,2025-02-04,Birmingham,290688,126.1,1.481,186.74,Diesel
FL-0000554,VEH-0013,2025-02-17,Birmingham,282184,101.4,1.817,184.27,Diesel
FL-0000555,VEH-0010,2025-01-08,London,83290,80.6,1.544,124.45,Diesel
FL-0000556,VEH-0040,2025-01-30,Birmingham,282768,222.7,1.582,352.32,Diesel
FL-0000557,VEH-0081,2025-03-06,Leeds,179074,76.8,1.691,129.86,Diesel
FL-0000558,VEH-0061,2025-03-19,Glasgow,124257,102.7,1.65,169.37,Electric
FL-0000559,VEH-0049,2025-03-09,Manchester,51704,126.6,1.814,229.6,Diesel
FL-0000560,VEH-0054,2025-02-25,London,244055,155.4,1.678,260.77,HVO
FL-0000561,VEH-0031,2025-03-21,Leeds,242824,108.2,1.666,180.26,Diesel
FL-0000562,VEH-0075,2025-02-14,Glasgow,268733,68.6,1.592,109.29,Diesel
FL-0000563,VEH-0093,2025-03-08,Bristol,171249,94.1,1.641,154.48,Electric
FL-0000564,VEH-0045,2025-01-11,Birmingham,92670,107.8,1.608,173.42,Diesel
FL-0000565,VEH-0035,2025-01-21,Glasgow,210985,157.0,1.48,232.41,Diesel
FL-0000566,VEH-0060,2025-01-15,Glasgow,95494,134.1,1.536,205.9,Electric
FL-0000567,VEH-0094,2025-03-06,London,125182,123.3,1.572,193.9,Diesel
FL-0000568,VEH-0061,2025-02-12,Glasgow,84926,70.0,1.707,119.53,Diesel
FL-0000569,VEH-0029,2025-01-20,London,252972,74.8,1.832,137.11,Diesel
FL-0000570,VEH-0028,2025-03-17,Leeds,257201,128.9,1.637,211.02,Diesel
FL-0000571,VEH-0030,2025-01-01,London,119439,130.9,1.809,236.71,Electric
FL-0000572,VEH-0085,2025-02-19,Manchester,204078,37.9,1.66,62.9,Diesel
FL-0000573,VEH-0043,2025-02-25,London,198943,98.1,1.79,175.56,Diesel
FL-0000574,VEH-0071,2025-02-09,Bristol,172037,29.2,1.752,51.23,Diesel
FL-0000575,VEH-0080,2025-02-03,London,221590,109.7,1.775,194.68,Diesel
FL-0000576,VEH-0035,2025-02-12,Glasgow,154846,97.1,1.622,157.45,Electric
FL-0000577,VEH-0008,2025-03-31,Glasgow,144316,109.2,1.568,171.2,Diesel
FL-0000578,VEH-0030,2025-02-12,London,68399,93.3,1.763,164.55,Diesel
FL-0000579,VEH-0097,2025-01-21,London,265048,119.0,1.845,219.47,Electric
FL-0000580,VEH-0064,2025-01-22,Glasgow,281965,104.1,1.727,179.72,Electric
FL-0000581,VEH-0037,2025-01-20,Glasgow,93518,119.6,1.67,199.68,Diesel
FL-0000582,VEH-0077,2025-02-02,London,260831,44.8,1.849,82.87,Diesel
FL-0000583,VEH-0098,2025-02-27,Glasgow,234853,178.7,1.688,301.73,Diesel
FL-0000584,VEH-0038,2025-01-29,Manchester,201540,124.0,1.823,225.98,Diesel
FL-0000585,VEH-0068,2025-01-28,Bristol,169601,117.6,1.779,209.17,Diesel
FL-0000586,VEH-0084,2025-01-30,Bristol,235057,160.5,1.653,265.28,Diesel
FL-0000587,VEH-0025,2025-01-02,Manchester,265252,84.8,1.662,140.89,Diesel
FL-0000588,VEH-0066,2025-02-01,Bristol,209453,98.9,1.844,182.44,Diesel
FL-0000589,VEH-0002,2025-03-01,London,205174,165.4,1.588,262.59,Diesel
FL-0000590,VEH-0001,2025-01-23,Birmingham,246672,122.4,1.794,219.55,Diesel
FL-0000591,VEH-0054,2025-02-15,London,112628,111.7,1.492,166.63,HVO
FL-0000592,VEH-0004,2025-02-05,Birmingham,57370,172.2,1.483,255.37,Diesel
FL-0000593,VEH-0066,2025-02-12,Bristol,277832,56.5,1.668,94.17,HVO
FL-0000594,VEH-0026,2025-01-31,Manchester,81882,158.9,1.569,249.38,HVO
FL-0000595,VEH-0056,2025-03-07,Leeds,122580,113.4,1.547,175.44,Diesel
FL-0000596,VEH-0012,2025-02-14,Birmingham,296438,111.0,1.776,197.21,Diesel
FL-0000597,VEH-0059,2025-01-23,London,74885,74.3,1.716,127.52,Diesel
FL-0000598,VEH-0098,2025-03-05,Glasgow,218734,181.2,1.813,328.56,Diesel
FL-0000599,VEH-0004,2025-03-03,Birmingham,196059,111.9,1.776,198.77,Diesel
FL-0000600,VEH-0006,2025-02-12,Bristol,249253,114.8,1.824,209.42,Diesel
FL-0000601,VEH-0072,2025-03-01,Leeds,297321,65.2,1.696,110.56,Diesel
FL-0000602,VEH-0089,2025-01-18,London,168034,144.5,1.541,222.64,HVO
FL-0000603,VEH-0003,2025-03-23,Leeds,139957,155.9,1.503,234.39,Diesel
FL-0000604,VEH-0041,2025-03-15,Bristol,102733,138.3,1.707,236.13,Diesel
FL-0000605,VEH-0049,2025-03-05,Manchester,111643,94.4,1.786,168.59,Diesel
FL-0000606,VEH-0080,2025-03-05,London,172224,193.0,1.666,321.58,Diesel
FL-0000607,VEH-0043,2025-01-22,London,280578,101.8,1.506,153.34,Diesel
FL-0000608,VEH-0018,2025-02-03,Leeds,218037,108.4,1.67,181.1,Diesel
FL-0000609,VEH-0087,2025-02-26,Bristol,74988,102.1,1.499,153.03,Diesel
FL-0000610,VEH-0039,2025-01-05,Glasgow,263442,80.5,1.662,133.78,Diesel
FL-0000611,VEH-0079,2025-01-03,Leeds,95623,72.6,1.674,121.59,Diesel
FL-0000612,VEH-0100,2025-02-12,Leeds,63462,47.8,1.781,85.18,HVO
FL-0000613,VEH-0071,2025-02-26,Bristol,112272,128.9,1.788,230.4,Diesel
FL-0000614,VEH-0012,2025-02-06,Birmingham,288582,142.3,1.489,211.87,Diesel
