subscriber_id,plan_type,region,age_group,payment_method,monthly_fee,signup_date,churn_date,is_churned
SUB-000341,Standard,Europe,45-54,Credit Card,13.99,2022-01-04,,0
SUB-000342,Premium,Latin America,55+,Google Pay,19.99,2023-01-20,,0
SUB-000343,Premium,Europe,25-34,Debit Card,19.99,2022-11-22,,0
SUB-000344,Premium,Middle East,45-54,Debit Card,19.99,2023-08-21,,0
SUB-000345,Premium,Middle East,45-54,Apple Pay,19.99,2022-08-12,,0
SUB-000346,Premium,North America,18-24,Debit Card,19.99,2022-06-18,,0
SUB-000347,Standard,North America,25-34,Google Pay,13.99,2022-12-18,,0
SUB-000348,Standard,Middle East,55+,PayPal,13.99,2022-07-09,,0
SUB-000349,Basic,Latin America,18-24,Credit Card,7.99,2023-04-28,,0
SUB-000350,Standard,Asia Pacific,45-54,Apple Pay,13.99,2024-11-17,,0
SUB-000351,Standard,Asia Pacific,35-44,Debit Card,13.99,2024-05-25,,0
SUB-000352,Standard,North America,35-44,Debit Card,13.99,2024-11-13,,0
SUB-000353,Basic,North America,55+,Google Pay,7.99,2022-02-12,,0
SUB-000354,Standard,Asia Pacific,25-34,Apple Pay,13.99,2023-06-10,,0
SUB-000355,Standard,North America,35-44,Debit Card,13.99,2023-02-24,,0
SUB-000356,Basic,Latin America,18-24,Debit Card,7.99,2024-06-30,,0
SUB-000357,Standard,Latin America,45-54,PayPal,13.99,2024-10-29,,0
SUB-000358,Basic,Europe,35-44,Credit Card,7.99,2022-04-19,,0
SUB-000359,Basic,Latin America,55+,PayPal,7.99,2023-03-23,,0
SUB-000360,Basic,Latin America,25-34,Debit Card,7.99,2024-05-19,,0
SUB-000361,Basic,Asia Pacific,45-54,PayPal,7.99,2024-10-22,,0
SUB-000362,Standard,Asia Pacific,25-34,Google Pay,13.99,2022-06-18,2024-05-01,1
SUB-000363,Premium,North America,45-54,PayPal,19.99,2023-01-31,,0
SUB-000364,Standard,North America,55+,Credit Card,13.99,2022-02-01,,0
SUB-000365,Standard,Europe,35-44,Apple Pay,13.99,2022-03-30,,0
SUB-000366,Basic,North America,35-44,Google Pay,7.99,2023-03-22,,0
SUB-000367,Standard,North America,35-44,Apple Pay,13.99,2022-11-08,,0
SUB-000368,Standard,Middle East,18-24,PayPal,13.99,2022-12-27,2024-12-09,1
SUB-000369,Standard,Europe,55+,Credit Card,13.99,2022-09-19,,0
SUB-000370,Standard,Latin America,55+,PayPal,13.99,2022-02-27,,0
SUB-000371,Standard,Asia Pacific,45-54,Debit Card,13.99,2024-07-31,,0
SUB-000372,Basic,Asia Pacific,55+,Debit Card,7.99,2024-07-16,,0
SUB-000373,Premium,Latin America,18-24,Google Pay,19.99,2023-01-28,,0
SUB-000374,Basic,Latin America,45-54,Debit Card,7.99,2022-10-14,,0
SUB-000375,Standard,Europe,35-44,Debit Card,13.99,2022-06-18,,0
SUB-000376,Premium,Europe,35-44,PayPal,19.99,2023-09-26,,0
SUB-000377,Standard,Asia Pacific,45-54,Apple Pay,13.99,2024-06-30,,0
SUB-000378,Standard,Europe,18-24,Debit Card,13.99,2024-03-19,,0
SUB-000379,Standard,North America,55+,PayPal,13.99,2024-10-29,,0
SUB-000380,Standard,Europe,25-34,Google Pay,13.99,2022-07-18,2024-04-01,1
SUB-000381,Premium,Latin America,45-54,PayPal,19.99,2022-02-19,,0
SUB-000382,Standard,Asia Pacific,35-44,Apple Pay,13.99,2024-03-16,,0
SUB-000383,Standard,Latin America,18-24,Debit Card,13.99,2023-06-07,,0
SUB-000384,Standard,Europe,25-34,Credit Card,13.99,2023-09-19,,0
SUB-000385,Standard,North America,25-34,Apple Pay,13.99,2022-04-14,,0
SUB-000386,Premium,Latin America,35-44,Credit Card,19.99,2023-04-08,,0
SUB-000387,Standard,Asia Pacific,35-44,Google Pay,13.99,2022-01-08,2023-04-19,1
SUB-000388,Premium,Europe,35-44,Credit Card,19.99,2022-11-15,,0
SUB-000389,Premium,North America,45-54,Debit Card,19.99,2023-02-21,,0
SUB-000390,Premium,Middle East,35-44,Google Pay,19.99,2023-07-28,,0
SUB-000391,Basic,Europe,45-54,Credit Card,7.99,2024-01-11,,0
SUB-000392,Basic,Asia Pacific,25-34,Google Pay,7.99,2024-03-25,,0
SUB-000393,Standard,Europe,45-54,PayPal,13.99,2022-08-19,,0
SUB-000394,Basic,Middle East,35-44,Google Pay,7.99,2024-12-02,,0
SUB-000395,Basic,Europe,45-54,Debit Card,7.99,2024-07-05,,0
SUB-000396,Standard,Europe,35-44,Credit Card,13.99,2024-04-14,,0
SUB-000397,Premium,Middle East,35-44,PayPal,19.99,2023-03-14,,0
SUB-000398,Basic,North America,45-54,Google Pay,7.99,2023-07-16,,0
SUB-000399,Basic,Asia Pacific,55+,PayPal,7.99,2023-04-05,,0
SUB-000400,Standard,Asia Pacific,35-44,Apple Pay,13.99,2023-04-14,,0
SUB-000401,Premium,Europe,25-34,Debit Card,19.99,2022-05-22,,0
SUB-000402,Basic,North America,18-24,PayPal,7.99,2023-06-29,,0
SUB-000403,Basic,Middle East,35-44,Google Pay,7.99,2022-01-25,,0
SUB-000404,Standard,Europe,35-44,Credit Card,13.99,2023-06-19,,0
SUB-000405,Basic,Latin America,25-34,Debit Card,7.99,2024-01-21,2025-08-08,1
SUB-000406,Basic,Europe,55+,PayPal,7.99,2024-01-02,,0
SUB-000407,Basic,Europe,35-44,Debit Card,7.99,2023-09-11,,0
SUB-000408,Premium,Asia Pacific,18-24,Apple Pay,19.99,2024-07-05,,0
SUB-000409,Standard,Latin America,35-44,Google Pay,13.99,2022-06-27,,0
SUB-000410,Standard,North America,35-44,Apple Pay,13.99,2023-11-05,2024-02-02,1
SUB-000411,Basic,Europe,18-24,PayPal,7.99,2023-12-09,,0
SUB-000412,Premium,Europe,35-44,Credit Card,19.99,2023-01-04,,0
SUB-000413,Premium,Middle East,18-24,Debit Card,19.99,2022-08-05,2024-02-06,1
SUB-000414,Standard,Latin America,18-24,Debit Card,13.99,2023-06-18,,0
SUB-000415,Premium,Latin America,45-54,Debit Card,19.99,2022-03-24,,0
SUB-000416,Standard,Latin America,55+,Debit Card,13.99,2024-11-22,,0
SUB-000417,Standard,Middle East,45-54,Debit Card,13.99,2024-12-03,,0
SUB-000418,Standard,Europe,45-54,Debit Card,13.99,2023-04-13,,0
SUB-000419,Standard,Europe,35-44,Credit Card,13.99,2023-05-19,,0
SUB-000420,Basic,Middle East,18-24,Debit Card,7.99,2024-10-10,,0
SUB-000421,Basic,Latin America,35-44,Debit Card,7.99,2023-12-17,,0
SUB-000422,Basic,Latin America,35-44,Apple Pay,7.99,2022-01-12,,0
SUB-000423,Premium,North America,55+,Google Pay,19.99,2023-08-08,,0
SUB-000424,Standard,Middle East,35-44,Apple Pay,13.99,2023-07-03,,0
SUB-000425,Basic,Asia Pacific,45-54,PayPal,7.99,2024-07-28,,0
SUB-000426,Standard,North America,55+,Google Pay,13.99,2022-12-26,,0
SUB-000427,Standard,Europe,55+,PayPal,13.99,2023-03-27,,0
SUB-000428,Standard,North America,35-44,Debit Card,13.99,2022-12-26,2023-09-23,1
SUB-000429,Premium,Middle East,25-34,PayPal,19.99,2023-02-21,,0
SUB-000430,Premium,Europe,35-44,Credit Card,19.99,2024-09-20,,0
SUB-000431,Premium,Europe,35-44,Credit Card,19.99,2022-07-19,2023-05-04,1
SUB-000432,Premium,Europe,18-24,Apple Pay,19.99,2022-12-09,,0
SUB-000433,Premium,Europe,25-34,Google Pay,19.99,2022-11-16,,0
SUB-000434,Basic,Europe,55+,PayPal,7.99,2023-06-13,,0
SUB-000435,Standard,Middle East,35-44,Debit Card,13.99,2024-05-31,,0
SUB-000436,Basic,Middle East,35-44,Credit Card,7.99,2023-01-31,,0
SUB-000437,Standard,North America,18-24,Google Pay,13.99,2023-11-09,,0
SUB-000438,Basic,Asia Pacific,25-34,PayPal,7.99,2023-12-20,,0
SUB-000439,Standard,Asia Pacific,55+,Apple Pay,13.99,2024-02-16,,0
SUB-000440,Basic,Europe,25-34,Debit Card,7.99,2024-03-29,,0
SUB-000441,Standard,North America,35-44,Google Pay,13.99,2024-04-06,,0
SUB-000442,Basic,Europe,45-54,Credit Card,7.99,2024-11-27,,0
SUB-000443,Basic,Latin America,45-54,Debit Card,7.99,2024-02-05,,0
SUB-000444,Standard,Asia Pacific,45-54,Debit Card,13.99,2022-12-10,,0
SUB-000445,Standard,Asia Pacific,45-54,Apple Pay,13.99,2024-01-31,,0
SUB-000446,Standard,Latin America,25-34,PayPal,13.99,2024-12-20,,0
SUB-000447,Standard,Asia Pacific,35-44,PayPal,13.99,2022-12-19,,0
SUB-000448,Premium,Middle East,35-44,Google Pay,19.99,2024-09-26,,0
SUB-000449,Basic,Middle East,45-54,Apple Pay,7.99,2022-06-20,,0
SUB-000450,Basic,Asia Pacific,55+,Debit Card,7.99,2022-04-09,,0
SUB-000451,Premium,North America,55+,Apple Pay,19.99,2022-08-08,2023-01-05,1
SUB-000452,Basic,Asia Pacific,18-24,Google Pay,7.99,2024-05-15,,0
SUB-000453,Standard,Middle East,25-34,Apple Pay,13.99,2024-02-09,,0
SUB-000454,Premium,Europe,45-54,PayPal,19.99,2022-09-10,,0
SUB-000455,Premium,Europe,45-54,PayPal,19.99,2023-03-04,,0
SUB-000456,Premium,Latin America,35-44,PayPal,19.99,2024-03-09,,0
SUB-000457,Standard,North America,55+,PayPal,13.99,2022-06-09,,0
SUB-000458,Standard,Europe,35-44,PayPal,13.99,2022-04-10,,0
SUB-000459,Standard,Asia Pacific,35-44,Debit Card,13.99,2022-10-25,,0
SUB-000460,Standard,Middle East,55+,Debit Card,13.99,2022-12-10,2024-07-17,1
SUB-000461,Standard,North America,45-54,Debit Card,13.99,2024-12-20,,0
SUB-000462,Basic,Asia Pacific,35-44,PayPal,7.99,2022-11-07,2024-06-01,1
SUB-000463,Standard,Latin America,18-24,PayPal,13.99,2022-06-25,2024-01-11,1
SUB-000464,Basic,North America,35-44,Google Pay,7.99,2023-10-23,,0
SUB-000465,Standard,Middle East,35-44,PayPal,13.99,2023-04-13,,0
SUB-000466,Standard,Europe,25-34,Credit Card,13.99,2024-06-20,,0
SUB-000467,Standard,Asia Pacific,55+,Debit Card,13.99,2023-10-11,,0
SUB-000468,Basic,Asia Pacific,18-24,Apple Pay,7.99,2023-10-27,,0
SUB-000469,Standard,Middle East,18-24,Debit Card,13.99,2023-10-06,,0
SUB-000470,Standard,Middle East,18-24,PayPal,13.99,2024-03-11,,0
SUB-000471,Premium,North America,35-44,Credit Card,19.99,2022-12-12,2024-06-24,1
SUB-000472,Standard,North America,55+,Debit Card,13.99,2022-02-17,,0
SUB-000473,Standard,North America,55+,Google Pay,13.99,2023-12-16,,0
SUB-000474,Premium,Middle East,35-44,Apple Pay,19.99,2024-02-13,,0
SUB-000475,Basic,Latin America,55+,Credit Card,7.99,2022-05-08,,0
SUB-000476,Standard,North America,25-34,Credit Card,13.99,2022-01-03,2022-04-29,1
SUB-000477,Standard,Asia Pacific,55+,Debit Card,13.99,2022-01-31,2024-01-01,1
SUB-000478,Basic,Asia Pacific,25-34,Apple Pay,7.99,2024-04-12,,0
SUB-000479,Basic,Latin America,45-54,Debit Card,7.99,2022-11-18,,0
SUB-000480,Premium,Asia Pacific,18-24,Apple Pay,19.99,2023-05-12,,0
SUB-000481,Premium,North America,55+,Credit Card,19.99,2024-03-24,2025-10-18,1
SUB-000482,Standard,Asia Pacific,55+,Google Pay,13.99,2023-03-30,,0
SUB-000483,Standard,Asia Pacific,18-24,Credit Card,13.99,2024-07-04,,0
SUB-000484,Standard,Asia Pacific,25-34,Apple Pay,13.99,2024-09-16,,0
SUB-000485,Basic,Latin America,45-54,PayPal,7.99,2024-07-31,,0
SUB-000486,Standard,Europe,18-24,PayPal,13.99,2022-01-21,2023-02-09,1
SUB-000487,Standard,Asia Pacific,45-54,PayPal,13.99,2024-08-10,,0
SUB-000488,Standard,North America,18-24,Google Pay,13.99,2022-04-21,,0
SUB-000489,Basic,Middle East,35-44,Debit Card,7.99,2024-12-18,,0
SUB-000490,Premium,Europe,35-44,Google Pay,19.99,2022-10-25,,0
SUB-000491,Basic,Middle East,55+,Google Pay,7.99,2024-01-05,,0
SUB-000492,Standard,Latin America,55+,PayPal,13.99,2023-05-14,,0
SUB-000493,Standard,Middle East,25-34,Credit Card,13.99,2022-07-11,,0
SUB-000494,Premium,Middle East,35-44,Google Pay,19.99,2023-01-01,,0
SUB-000495,Premium,Asia Pacific,35-44,Apple Pay,19.99,2024-12-27,,0
SUB-000496,Premium,Latin America,55+,Credit Card,19.99,2024-10-03,,0
SUB-000497,Standard,Middle East,18-24,PayPal,13.99,2023-01-31,,0
SUB-000498,Standard,Asia Pacific,35-44,Apple Pay,13.99,2022-05-23,,0
SUB-000499,Premium,Latin America,25-34,Debit Card,19.99,2023-11-10,,0
SUB-000500,Premium,Latin America,55+,Apple Pay,19.99,2022-03-31,2023-06-11,1
SUB-000501,Standard,Latin America,45-54,Google Pay,13.99,2024-06-12,2024-12-25,1
SUB-000502,Standard,Europe,18-24,Credit Card,13.99,2024-04-09,2025-05-01,1
SUB-000503,Premium,Europe,18-24,Debit Card,19.99,2024-04-06,,0
SUB-000504,Standard,Middle East,18-24,PayPal,13.99,2022-05-04,,0
SUB-000505,Standard,Latin America,45-54,PayPal,13.99,2023-04-11,,0
SUB-000506,Standard,North America,25-34,Google Pay,13.99,2022-01-04,,0
SUB-000507,Basic,Middle East,55+,PayPal,7.99,2022-07-26,,0
SUB-000508,Premium,North America,35-44,Apple Pay,19.99,2023-12-06,,0
SUB-000509,Standard,Asia Pacific,45-54,Google Pay,13.99,2024-07-24,,0
SUB-000510,Premium,Latin America,35-44,Credit Card,19.99,2022-03-12,2023-08-15,1
SUB-000511,Standard,Europe,25-34,Apple Pay,13.99,2022-06-03,,0
SUB-000512,Standard,Latin America,35-44,Credit Card,13.99,2023-09-21,,0
SUB-000513,Premium,North America,55+,Google Pay,19.99,2022-05-29,,0
SUB-000514,Basic,Europe,35-44,Google Pay,7.99,2022-05-26,2022-11-20,1
SUB-000515,Premium,Asia Pacific,18-24,Credit Card,19.99,2023-04-16,,0
SUB-000516,Basic,Middle East,18-24,Google Pay,7.99,2023-04-03,,0
SUB-000517,Basic,Middle East,45-54,PayPal,7.99,2024-02-09,,0
SUB-000518,Standard,Middle East,25-34,Apple Pay,13.99,2023-04-18,2024-12-30,1
SUB-000519,Standard,Middle East,18-24,Apple Pay,13.99,2022-07-02,,0
SUB-000520,Standard,Latin America,25-34,Google Pay,13.99,2024-08-27,,0
SUB-000521,Standard,Europe,45-54,Credit Card,13.99,2022-01-10,,0
SUB-000522,Basic,Middle East,55+,Credit Card,7.99,2024-05-26,,0
SUB-000523,Premium,Asia Pacific,55+,Apple Pay,19.99,2024-11-14,,0
SUB-000524,Standard,North America,45-54,Credit Card,13.99,2024-01-26,,0
SUB-000525,Standard,Asia Pacific,35-44,Debit Card,13.99,2024-02-15,,0
SUB-000526,Premium,Europe,25-34,Debit Card,19.99,2022-01-14,,0
SUB-000527,Standard,North America,35-44,Apple Pay,13.99,2024-10-13,,0
SUB-000528,Basic,Middle East,55+,PayPal,7.99,2023-08-05,,0
SUB-000529,Basic,Middle East,55+,Apple Pay,7.99,2024-09-12,,0
SUB-000530,Basic,Middle East,25-34,Debit Card,7.99,2024-07-28,,0
SUB-000531,Premium,Asia Pacific,18-24,Credit Card,19.99,2022-10-06,2024-05-21,1
SUB-000532,Premium,North America,55+,Apple Pay,19.99,2022-07-21,,0
SUB-000533,Standard,Latin America,25-34,Apple Pay,13.99,2022-11-22,,0
SUB-000534,Standard,North America,18-24,PayPal,13.99,2022-08-07,2022-09-28,1
SUB-000535,Basic,Europe,25-34,PayPal,7.99,2022-12-22,,0
SUB-000536,Basic,Europe,45-54,Credit Card,7.99,2024-03-13,2024-06-14,1
SUB-000537,Basic,Middle East,25-34,Credit Card,7.99,2023-10-04,2024-04-03,1
SUB-000538,Standard,Asia Pacific,45-54,PayPal,13.99,2024-04-28,,0
SUB-000539,Standard,Latin America,18-24,Google Pay,13.99,2023-12-07,,0
SUB-000540,Basic,Europe,55+,Google Pay,7.99,2022-02-24,,0
SUB-000541,Standard,North America,45-54,Apple Pay,13.99,2023-10-29,,0
SUB-000542,Basic,Middle East,18-24,Google Pay,7.99,2022-05-04,,0
SUB-000543,Standard,North America,55+,Google Pay,13.99,2024-09-01,,0
SUB-000544,Standard,Asia Pacific,35-44,PayPal,13.99,2022-05-06,,0
SUB-000545,Basic,Asia Pacific,25-34,Apple Pay,7.99,2022-02-17,2023-03-18,1
SUB-000546,Standard,Europe,18-24,Apple Pay,13.99,2022-08-04,,0
SUB-000547,Premium,North America,25-34,PayPal,19.99,2024-03-08,,0
SUB-000548,Standard,Asia Pacific,45-54,Google Pay,13.99,2023-03-07,,0
SUB-000549,Standard,North America,18-24,Credit Card,13.99,2024-07-24,,0
SUB-000550,Basic,Latin America,25-34,Google Pay,7.99,2024-01-11,,0
SUB-000551,Standard,Latin America,35-44,Apple Pay,13.99,2022-12-06,,0
SUB-000552,Premium,Middle East,25-34,Debit Card,19.99,2024-11-24,,0
SUB-000553,Premium,Europe,18-24,Apple Pay,19.99,2024-01-26,,0
SUB-000554,Standard,Asia Pacific,55+,Google Pay,13.99,2023-07-05,2024-12-30,1
SUB-000555,Premium,North America,55+,Credit Card,19.99,2024-09-01,,0
SUB-000556,Basic,Middle East,18-24,Google Pay,7.99,2022-03-31,,0
SUB-000557,Standard,Middle East,18-24,PayPal,13.99,2024-05-22,,0
SUB-000558,Standard,North America,45-54,Credit Card,13.99,2024-04-26,,0
SUB-000559,Premium,Europe,35-44,Credit Card,19.99,2022-10-27,2024-01-06,1
SUB-000560,Premium,Asia Pacific,45-54,Credit Card,19.99,2024-02-02,,0
SUB-000561,Premium,Asia Pacific,18-24,Debit Card,19.99,2022-01-16,,0
SUB-000562,Standard,Asia Pacific,45-54,Apple Pay,13.99,2022-10-31,,0
SUB-000563,Basic,Latin America,45-54,Google Pay,7.99,2022-10-13,,0
SUB-000564,Standard,North America,35-44,Credit Card,13.99,2023-04-28,,0
SUB-000565,Premium,Middle East,18-24,PayPal,19.99,2023-10-01,,0
SUB-000566,Basic,Asia Pacific,25-34,Debit Card,7.99,2022-04-25,,0
SUB-000567,Premium,Middle East,18-24,PayPal,19.99,2022-01-14,,0
SUB-000568,Standard,North America,35-44,Debit Card,13.99,2023-07-24,2024-04-19,1
SUB-000569,Basic,Latin America,45-54,Google Pay,7.99,2023-03-02,,0
SUB-000570,Basic,Latin America,35-44,Apple Pay,7.99,2024-02-17,,0
SUB-000571,Standard,Asia Pacific,55+,Google Pay,13.99,2023-02-19,2024-09-20,1
SUB-000572,Basic,Latin America,25-34,Credit Card,7.99,2022-05-12,2023-11-14,1
SUB-000573,Basic,North America,45-54,Apple Pay,7.99,2023-03-01,2025-01-28,1
SUB-000574,Standard,North America,45-54,Debit Card,13.99,2023-03-06,,0
SUB-000575,Basic,Europe,55+,PayPal,7.99,2023-02-03,,0
SUB-000576,Standard,Middle East,55+,Credit Card,13.99,2024-06-15,,0
SUB-000577,Premium,Europe,25-34,PayPal,19.99,2024-08-10,,0
SUB-000578,Standard,Europe,45-54,Debit Card,13.99,2022-06-02,,0
SUB-000579,Basic,Europe,55+,Debit Card,7.99,2022-11-18,,0
SUB-000580,Basic,Asia Pacific,55+,Debit Card,7.99,2023-06-11,2023-11-01,1
SUB-000581,Standard,Europe,55+,Google Pay,13.99,2023-07-10,2024-05-10,1
SUB-000582,Premium,North America,55+,PayPal,19.99,2024-06-09,,0
SUB-000583,Premium,Asia Pacific,18-24,Credit Card,19.99,2022-01-05,,0
SUB-000584,Basic,Latin America,25-34,Debit Card,7.99,2022-04-22,,0
SUB-000585,Standard,North America,55+,Apple Pay,13.99,2023-04-24,2023-05-31,1
SUB-000586,Premium,North America,55+,Credit Card,19.99,2023-08-15,2024-06-06,1
SUB-000587,Standard,Middle East,25-34,Debit Card,13.99,2024-03-26,2026-02-19,1
SUB-000588,Premium,Europe,18-24,Credit Card,19.99,2024-12-28,2026-11-14,1
SUB-000589,Standard,Europe,45-54,Apple Pay,13.99,2024-11-06,,0
SUB-000590,Basic,Asia Pacific,55+,Google Pay,7.99,2023-07-15,,0
SUB-000591,Standard,Middle East,18-24,Credit Card,13.99,2024-01-22,,0
SUB-000592,Premium,Europe,18-24,Credit Card,19.99,2022-07-08,,0
SUB-000593,Standard,Middle East,35-44,Credit Card,13.99,2023-02-15,,0
SUB-000594,Premium,Europe,35-44,Google Pay,19.99,2024-07-18,,0
SUB-000595,Standard,North America,45-54,PayPal,13.99,2024-04-26,,0
SUB-000596,Standard,Asia Pacific,55+,Debit Card,13.99,2023-06-25,,0
SUB-000597,Standard,North America,45-54,Debit Card,13.99,2023-01-05,,0
SUB-000598,Basic,Europe,35-44,Credit Card,7.99,2024-12-25,2026-11-10,1
SUB-000599,Basic,North America,45-54,Credit Card,7.99,2022-10-24,,0
SUB-000600,Basic,Latin America,45-54,Google Pay,7.99,2023-05-14,,0
SUB-000601,Premium,Middle East,55+,Credit Card,19.99,2024-03-30,,0
SUB-000602,Basic,Middle East,25-34,Apple Pay,7.99,2023-12-06,,0
SUB-000603,Standard,Latin America,35-44,Debit Card,13.99,2022-08-15,2024-06-16,1
SUB-000604,Standard,Europe,25-34,Debit Card,13.99,2023-12-17,2025-01-17,1
SUB-000605,Basic,Asia Pacific,35-44,Apple Pay,7.99,2022-09-05,,0
SUB-000606,Premium,North America,25-34,PayPal,19.99,2022-02-18,,0
SUB-000607,Standard,Asia Pacific,25-34,Debit Card,13.99,2024-11-02,,0
SUB-000608,Basic,Latin America,35-44,Apple Pay,7.99,2024-09-30,,0
SUB-000609,Standard,Middle East,18-24,Debit Card,13.99,2023-08-20,,0
SUB-000610,Standard,Middle East,18-24,Debit Card,13.99,2023-11-15,,0
SUB-000611,Basic,North America,25-34,Google Pay,7.99,2022-01-07,,0
SUB-000612,Standard,Asia Pacific,35-44,Google Pay,13.99,2022-06-03,,0
SUB-000613,Standard,Middle East,55+,Apple Pay,13.99,2022-07-10,,0
SUB-000614,Standard,Middle East,35-44,PayPal,13.99,2024-03-03,,0
SUB-000615,Basic,Asia Pacific,55+,Debit Card,7.99,2023-08-03,2024-12-06,1
SUB-000616,Basic,Europe,18-24,Credit Card,7.99,2022-03-20,,0
SUB-000617,Basic,Europe,45-54,Credit Card,7.99,2022-09-05,,0
SUB-000618,Standard,Middle East,55+,Apple Pay,13.99,2022-04-19,,0
SUB-000619,Premium,Europe,18-24,Apple Pay,19.99,2023-01-30,,0
SUB-000620,Premium,Latin America,45-54,Google Pay,19.99,2024-12-23,,0
SUB-000621,Standard,Middle East,25-34,Google Pay,13.99,2022-12-01,,0
SUB-000622,Standard,North America,25-34,Debit Card,13.99,2022-05-14,,0
SUB-000623,Standard,Europe,45-54,Debit Card,13.99,2023-07-25,,0
SUB-000624,Standard,Middle East,45-54,Debit Card,13.99,2022-07-23,,0
SUB-000625,Basic,Asia Pacific,35-44,Google Pay,7.99,2022-07-29,,0
SUB-000626,Basic,Middle East,35-44,Apple Pay,7.99,2024-01-20,,0
SUB-000627,Premium,Latin America,18-24,Credit Card,19.99,2022-05-29,,0
SUB-000628,Basic,Asia Pacific,25-34,PayPal,7.99,2024-07-15,,0
SUB-000629,Premium,Europe,35-44,Apple Pay,19.99,2022-02-18,,0
SUB-000630,Standard,North America,25-34,Credit Card,13.99,2024-06-21,,0
SUB-000631,Basic,Middle East,45-54,Credit Card,7.99,2023-06-27,2024-02-26,1
SUB-000632,Premium,North America,45-54,Debit Card,19.99,2022-01-21,,0
SUB-000633,Premium,Europe,55+,Credit Card,19.99,2023-04-20,,0
SUB-000634,Premium,Latin America,55+,Google Pay,19.99,2022-10-12,,0
SUB-000635,Basic,Asia Pacific,25-34,Google Pay,7.99,2022-09-30,2023-01-16,1
SUB-000636,Standard,North America,55+,Apple Pay,13.99,2024-04-17,2024-10-31,1
SUB-000637,Standard,Latin America,25-34,Google Pay,13.99,2024-05-31,2025-12-25,1
SUB-000638,Standard,North America,18-24,Credit Card,13.99,2024-06-13,,0
SUB-000639,Basic,Asia Pacific,18-24,Google Pay,7.99,2022-05-29,2023-06-02,1
SUB-000640,Standard,Middle East,25-34,Debit Card,13.99,2024-01-27,,0
SUB-000641,Premium,Europe,45-54,Debit Card,19.99,2022-02-18,,0
SUB-000642,Basic,North America,35-44,Google Pay,7.99,2023-02-17,,0
SUB-000643,Basic,Asia Pacific,45-54,Apple Pay,7.99,2024-02-09,,0
SUB-000644,Standard,Latin America,35-44,Apple Pay,13.99,2023-08-02,,0
SUB-000645,Basic,Europe,25-34,Credit Card,7.99,2022-10-01,,0
SUB-000646,Basic,Europe,35-44,Google Pay,7.99,2023-05-07,,0
SUB-000647,Premium,Europe,18-24,PayPal,19.99,2024-10-26,,0
SUB-000648,Premium,North America,25-34,Debit Card,19.99,2024-11-28,2026-01-06,1
SUB-000649,Standard,Europe,25-34,Apple Pay,13.99,2023-12-09,,0
SUB-000650,Basic,Middle East,35-44,Google Pay,7.99,2023-02-16,,0
SUB-000651,Standard,Middle East,45-54,Debit Card,13.99,2023-01-08,2024-09-20,1
SUB-000652,Premium,Middle East,18-24,Apple Pay,19.99,2023-09-18,,0
SUB-000653,Standard,Asia Pacific,35-44,Apple Pay,13.99,2022-03-08,,0
SUB-000654,Standard,Latin America,45-54,Credit Card,13.99,2024-04-29,,0
SUB-000655,Basic,Asia Pacific,55+,Apple Pay,7.99,2022-04-03,,0
SUB-000656,Premium,Asia Pacific,35-44,Credit Card,19.99,2024-07-27,,0
SUB-000657,Basic,Europe,25-34,Apple Pay,7.99,2024-10-18,,0
SUB-000658,Premium,North America,55+,Debit Card,19.99,2022-09-10,,0
SUB-000659,Standard,Middle East,25-34,Credit Card,13.99,2023-08-31,,0
SUB-000660,Premium,Europe,55+,Apple Pay,19.99,2024-02-08,,0
SUB-000661,Basic,North America,25-34,Credit Card,7.99,2022-11-20,,0
SUB-000662,Premium,North America,45-54,PayPal,19.99,2023-03-17,,0
