timesheet_id,consultant_id,engagement_id,week_starting,task_type,hours_logged,is_billable,daily_rate_gbp,billed_value_gbp
TS-0000322,CON-0200,ENG-00867,2024-11-27,Client Work,3.18,1,2866,1139.24
TS-0000323,CON-0139,ENG-00110,2024-07-31,Client Work,0.6,1,932,69.9
TS-0000324,CON-0080,ENG-00193,2025-03-05,Client Work,9.33,1,476,555.13
TS-0000325,CON-0062,ENG-00276,2024-08-07,Admin,5.87,0,1635,0
TS-0000326,CON-0145,ENG-00810,2025-01-29,Client Work,3.49,1,411,179.3
TS-0000327,CON-0080,ENG-00009,2024-12-04,Internal,9.61,0,476,0
TS-0000328,CON-0129,ENG-00200,2024-11-20,Internal,7.39,0,1158,0
TS-0000329,CON-0034,ENG-00720,2024-08-14,Client Work,9.02,1,1574,1774.68
TS-0000330,CON-0129,ENG-00104,2025-02-12,Internal,1.93,0,1158,0
TS-0000331,CON-0151,ENG-00816,2024-12-18,Client Work,8.75,1,1675,1832.03
TS-0000332,CON-0010,ENG-00298,2024-09-11,Client Work,4.9,0,418,0
TS-0000333,CON-0161,ENG-00096,2024-10-09,Training,8.17,0,1175,0
TS-0000334,CON-0168,ENG-00145,2024-09-11,Admin,5.27,0,948,0
TS-0000335,CON-0187,ENG-00624,2025-02-19,Admin,3.74,0,489,0
TS-0000336,CON-0034,ENG-00348,2024-11-06,Client Work,8.63,1,1574,1697.95
TS-0000337,CON-0111,ENG-00041,2024-12-18,Client Work,9.97,1,1220,1520.43
TS-0000338,CON-0156,ENG-00077,2024-09-04,Client Work,9.95,1,1684,2094.47
TS-0000339,CON-0025,ENG-00825,2024-07-03,Client Work,8.77,1,428,469.19
TS-0000340,CON-0141,ENG-00889,2024-08-07,Client Work,4.82,1,414,249.44
TS-0000341,CON-0044,ENG-00957,2024-11-06,Client Work,3.16,0,890,0
TS-0000342,CON-0094,ENG-00362,2024-08-07,Client Work,7.25,1,1956,1772.62
TS-0000343,CON-0118,ENG-00265,2025-01-29,Admin,7.75,0,1222,0
TS-0000344,CON-0114,ENG-00666,2024-08-28,Admin,9.73,0,1298,0
TS-0000345,CON-0125,ENG-00041,2024-12-11,Training,4.31,0,983,0
TS-0000346,CON-0159,ENG-00940,2024-08-28,Client Work,5.37,1,724,485.99
TS-0000347,CON-0160,ENG-00975,2024-11-20,Client Work,6.98,1,658,574.11
TS-0000348,CON-0130,ENG-00461,2024-10-23,Training,9.92,0,1209,0
TS-0000349,CON-0011,ENG-00636,2024-07-24,Business Development,2.83,0,912,0
TS-0000350,CON-0144,ENG-00009,2024-09-04,Training,3.26,0,673,0
TS-0000351,CON-0041,ENG-00584,2024-12-25,Training,2.62,0,716,0
TS-0000352,CON-0119,ENG-00686,2024-08-07,Client Work,4.95,1,603,373.11
TS-0000353,CON-0137,ENG-00922,2025-01-22,Client Work,2.21,1,894,246.97
TS-0000354,CON-0028,ENG-00940,2024-12-25,Internal,2.39,0,1688,0
TS-0000355,CON-0085,ENG-00067,2024-11-20,Client Work,6.24,1,1216,948.48
TS-0000356,CON-0055,ENG-00720,2025-01-29,Client Work,4.82,1,667,401.87
TS-0000357,CON-0140,ENG-00160,2025-01-29,Client Work,2.53,0,673,0
TS-0000358,CON-0146,ENG-00033,2025-03-26,Internal,1.09,0,407,0
TS-0000359,CON-0093,ENG-00809,2025-01-08,Admin,2.53,0,703,0
TS-0000360,CON-0055,ENG-00889,2024-07-10,Admin,6.99,0,667,0
TS-0000361,CON-0070,ENG-00259,2024-09-18,Client Work,1.16,1,1287,186.61
TS-0000362,CON-0104,ENG-00084,2024-11-13,Training,4.79,0,380,0
TS-0000363,CON-0108,ENG-00538,2024-10-02,Business Development,2.96,0,1218,0
TS-0000364,CON-0014,ENG-00095,2025-01-08,Client Work,7.66,1,2030,1943.73
TS-0000365,CON-0043,ENG-00204,2024-12-04,Admin,5.08,0,930,0
TS-0000366,CON-0138,ENG-00706,2024-09-11,Admin,4.65,0,2061,0
TS-0000367,CON-0178,ENG-00585,2024-12-18,Internal,5.83,0,2843,0
TS-0000368,CON-0153,ENG-00204,2024-07-31,Business Development,6.0,0,1696,0
TS-0000369,CON-0038,ENG-00332,2024-11-20,Client Work,9.02,1,740,834.35
TS-0000370,CON-0038,ENG-00512,2024-11-20,Client Work,9.71,1,740,898.18
TS-0000371,CON-0105,ENG-00270,2025-02-19,Business Development,9.89,0,867,0
TS-0000372,CON-0033,ENG-00650,2025-01-15,Business Development,5.99,0,997,0
TS-0000373,CON-0010,ENG-00224,2024-09-25,Client Work,5.69,0,418,0
TS-0000374,CON-0043,ENG-00616,2024-12-18,Client Work,2.49,1,930,289.46
TS-0000375,CON-0049,ENG-00996,2025-03-12,Admin,4.02,0,852,0
TS-0000376,CON-0094,ENG-00017,2024-11-13,Training,5.27,0,1956,0
TS-0000377,CON-0032,ENG-00717,2025-02-05,Business Development,4.83,0,1610,0
TS-0000378,CON-0106,ENG-00361,2024-12-04,Internal,4.55,0,1577,0
TS-0000379,CON-0196,ENG-00344,2024-08-21,Training,4.86,0,733,0
TS-0000380,CON-0096,ENG-00182,2025-03-05,Client Work,5.66,0,686,0
TS-0000381,CON-0098,ENG-00292,2025-01-08,Business Development,7.17,0,367,0
TS-0000382,CON-0026,ENG-00090,2024-08-14,Client Work,0.66,0,2074,0
TS-0000383,CON-0106,ENG-00107,2025-02-05,Business Development,6.43,0,1577,0
TS-0000384,CON-0140,ENG-00103,2025-01-15,Client Work,8.16,0,673,0
TS-0000385,CON-0171,ENG-00297,2025-01-01,Client Work,7.88,1,1240,1221.4
TS-0000386,CON-0142,ENG-00391,2024-08-21,Client Work,4.96,1,1688,1046.56
TS-0000387,CON-0032,ENG-00360,2025-01-22,Client Work,8.29,1,1610,1668.36
TS-0000388,CON-0181,ENG-00804,2024-12-25,Client Work,4.06,1,406,206.04
TS-0000389,CON-0058,ENG-00520,2024-11-06,Client Work,6.76,1,388,327.86
TS-0000390,CON-0079,ENG-00859,2025-01-01,Business Development,0.54,0,2768,0
TS-0000391,CON-0107,ENG-00034,2024-07-03,Client Work,8.01,1,1283,1284.6
TS-0000392,CON-0133,ENG-00840,2025-03-26,Client Work,2.12,1,923,244.59
TS-0000393,CON-0147,ENG-00441,2024-10-16,Client Work,4.22,1,924,487.41
TS-0000394,CON-0158,ENG-00660,2024-12-25,Internal,8.11,0,620,0
TS-0000395,CON-0148,ENG-00440,2024-08-28,Admin,4.21,0,1666,0
TS-0000396,CON-0187,ENG-00178,2024-12-25,Training,5.41,0,489,0
TS-0000397,CON-0112,ENG-00237,2024-08-14,Business Development,1.7,0,475,0
TS-0000398,CON-0031,ENG-00647,2025-03-12,Internal,8.51,0,865,0
TS-0000399,CON-0161,ENG-00939,2024-10-23,Internal,2.01,0,1175,0
TS-0000400,CON-0083,ENG-00209,2024-08-07,Client Work,4.66,1,985,573.76
TS-0000401,CON-0161,ENG-00789,2025-03-19,Client Work,6.37,1,1175,935.59
TS-0000402,CON-0140,ENG-00943,2024-08-07,Client Work,0.74,0,673,0
TS-0000403,CON-0188,ENG-00134,2025-01-22,Business Development,7.89,0,716,0
TS-0000404,CON-0048,ENG-00246,2024-10-09,Client Work,5.59,1,1217,850.38
TS-0000405,CON-0063,ENG-00744,2024-12-18,Internal,6.76,0,627,0
TS-0000406,CON-0071,ENG-00085,2024-09-04,Business Development,6.56,0,684,0
TS-0000407,CON-0149,ENG-00888,2024-08-14,Client Work,9.31,1,1984,2308.88
TS-0000408,CON-0032,ENG-00110,2024-09-04,Client Work,9.0,1,1610,1811.25
TS-0000409,CON-0024,ENG-00080,2025-02-05,Internal,9.17,0,850,0
TS-0000410,CON-0054,ENG-00401,2024-08-14,Client Work,0.71,1,1222,108.45
TS-0000411,CON-0019,ENG-00499,2024-07-31,Client Work,4.49,0,914,0
TS-0000412,CON-0081,ENG-00649,2025-01-15,Internal,2.21,0,1577,0
TS-0000413,CON-0003,ENG-00926,2024-09-18,Business Development,6.5,0,743,0
TS-0000414,CON-0009,ENG-00121,2024-11-27,Admin,5.1,0,2775,0
TS-0000415,CON-0158,ENG-00615,2025-02-26,Client Work,5.46,0,620,0
TS-0000416,CON-0066,ENG-00949,2024-08-21,Client Work,0.78,1,2880,280.8
TS-0000417,CON-0006,ENG-00531,2025-02-12,Internal,2.55,0,441,0
TS-0000418,CON-0094,ENG-00118,2024-10-02,Client Work,1.82,1,1956,444.99
TS-0000419,CON-0022,ENG-00746,2024-08-28,Client Work,5.07,0,2879,0
TS-0000420,CON-0024,ENG-00357,2025-03-05,Business Development,4.94,0,850,0
TS-0000421,CON-0127,ENG-00447,2025-02-12,Admin,9.26,0,2803,0
TS-0000422,CON-0065,ENG-00178,2024-09-25,Business Development,8.93,0,702,0
TS-0000423,CON-0072,ENG-00985,2024-12-25,Client Work,8.03,1,1229,1233.61
TS-0000424,CON-0151,ENG-00320,2024-09-11,Internal,9.56,0,1675,0
TS-0000425,CON-0125,ENG-00444,2025-01-15,Client Work,7.6,1,983,933.85
TS-0000426,CON-0082,ENG-00638,2024-08-14,Business Development,4.58,0,1668,0
TS-0000427,CON-0146,ENG-00362,2024-12-11,Training,8.28,0,407,0
TS-0000428,CON-0116,ENG-00172,2024-07-17,Admin,2.9,0,649,0
TS-0000429,CON-0105,ENG-00301,2025-03-26,Internal,6.63,0,867,0
TS-0000430,CON-0136,ENG-00361,2024-12-25,Client Work,2.21,0,747,0
TS-0000431,CON-0083,ENG-00440,2024-09-18,Client Work,1.19,1,985,146.52
TS-0000432,CON-0169,ENG-00381,2024-12-11,Client Work,3.49,0,925,0
TS-0000433,CON-0003,ENG-00327,2024-07-03,Business Development,2.53,0,743,0
TS-0000434,CON-0146,ENG-00815,2024-11-20,Training,5.84,0,407,0
TS-0000435,CON-0099,ENG-00291,2025-03-26,Client Work,2.57,1,1155,371.04
TS-0000436,CON-0144,ENG-00285,2025-03-26,Admin,8.17,0,673,0
TS-0000437,CON-0172,ENG-00077,2025-03-12,Training,4.51,0,1185,0
TS-0000438,CON-0194,ENG-00446,2024-11-20,Internal,2.38,0,707,0
TS-0000439,CON-0013,ENG-00822,2025-02-05,Client Work,9.91,1,680,842.35
TS-0000440,CON-0108,ENG-00123,2024-08-21,Client Work,6.21,0,1218,0
TS-0000441,CON-0152,ENG-00393,2024-10-16,Client Work,3.21,1,739,296.52
TS-0000442,CON-0165,ENG-00803,2025-03-12,Admin,9.16,0,2068,0
TS-0000443,CON-0073,ENG-00135,2024-12-25,Client Work,5.57,1,1199,834.8
TS-0000444,CON-0136,ENG-00041,2024-11-27,Business Development,1.16,0,747,0
TS-0000445,CON-0025,ENG-00850,2025-01-01,Business Development,3.11,0,428,0
TS-0000446,CON-0193,ENG-00355,2024-12-25,Client Work,7.86,1,410,402.82
TS-0000447,CON-0127,ENG-00628,2024-07-24,Client Work,7.12,1,2803,2494.67
TS-0000448,CON-0117,ENG-00506,2024-08-21,Internal,9.41,0,1999,0
TS-0000449,CON-0027,ENG-00030,2024-10-09,Client Work,0.6,1,1271,95.33
TS-0000450,CON-0027,ENG-00331,2025-01-08,Client Work,1.34,1,1271,212.89
TS-0000451,CON-0186,ENG-00924,2024-12-11,Internal,5.61,0,463,0
TS-0000452,CON-0002,ENG-00957,2024-07-24,Client Work,7.96,1,1258,1251.71
TS-0000453,CON-0029,ENG-00050,2024-11-13,Client Work,3.63,0,1245,0
TS-0000454,CON-0157,ENG-00811,2024-12-18,Client Work,2.12,1,619,164.03
TS-0000455,CON-0036,ENG-00598,2025-01-22,Client Work,3.53,1,377,166.35
TS-0000456,CON-0038,ENG-00772,2025-03-19,Training,9.68,0,740,0
TS-0000457,CON-0106,ENG-00653,2025-01-15,Business Development,5.46,0,1577,0
TS-0000458,CON-0062,ENG-00592,2025-01-29,Business Development,9.78,0,1635,0
TS-0000459,CON-0083,ENG-00792,2025-01-29,Client Work,3.01,1,985,370.61
TS-0000460,CON-0076,ENG-00729,2024-08-07,Client Work,8.44,1,730,770.15
TS-0000461,CON-0063,ENG-00676,2024-10-02,Business Development,1.21,0,627,0
TS-0000462,CON-0127,ENG-00062,2024-10-02,Client Work,2.55,1,2803,893.46
TS-0000463,CON-0099,ENG-00193,2025-02-05,Client Work,2.48,1,1155,358.05
TS-0000464,CON-0152,ENG-00780,2025-02-19,Client Work,3.48,1,739,321.46
TS-0000465,CON-0080,ENG-00726,2025-01-22,Business Development,8.55,0,476,0
TS-0000466,CON-0028,ENG-00937,2024-08-28,Client Work,3.95,1,1688,833.45
TS-0000467,CON-0116,ENG-00889,2025-04-02,Client Work,7.91,1,649,641.7
TS-0000468,CON-0049,ENG-00071,2024-10-30,Client Work,7.02,1,852,747.63
TS-0000469,CON-0148,ENG-00664,2024-08-14,Client Work,8.82,1,1666,1836.77
TS-0000470,CON-0191,ENG-00113,2024-10-16,Client Work,4.88,0,600,0
TS-0000471,CON-0069,ENG-00030,2025-01-29,Business Development,4.8,0,948,0
TS-0000472,CON-0068,ENG-00122,2025-03-05,Client Work,4.6,1,438,251.85
TS-0000473,CON-0039,ENG-00407,2025-02-12,Client Work,3.67,1,1610,738.59
TS-0000474,CON-0113,ENG-00280,2024-12-11,Client Work,6.66,1,854,710.96
TS-0000475,CON-0188,ENG-00951,2025-01-08,Client Work,2.3,1,716,205.85
TS-0000476,CON-0046,ENG-00609,2024-10-30,Client Work,5.19,1,498,323.08
TS-0000477,CON-0111,ENG-00112,2024-07-24,Business Development,9.61,0,1220,0
TS-0000478,CON-0057,ENG-00118,2024-07-24,Training,5.96,0,963,0
TS-0000479,CON-0062,ENG-00068,2025-02-26,Client Work,2.65,1,1635,541.59
TS-0000480,CON-0159,ENG-00717,2024-12-25,Client Work,1.46,1,724,132.13
TS-0000481,CON-0188,ENG-00844,2024-10-30,Client Work,2.12,1,716,189.74
TS-0000482,CON-0053,ENG-00356,2024-11-06,Business Development,3.24,0,634,0
TS-0000483,CON-0001,ENG-00097,2024-09-18,Client Work,7.15,1,920,822.25
TS-0000484,CON-0123,ENG-00757,2024-11-13,Training,7.04,0,863,0
TS-0000485,CON-0044,ENG-00323,2024-07-31,Client Work,3.66,0,890,0
TS-0000486,CON-0117,ENG-00146,2024-07-03,Business Development,4.57,0,1999,0
TS-0000487,CON-0006,ENG-00182,2024-10-23,Training,2.12,0,441,0
TS-0000488,CON-0195,ENG-00874,2024-07-03,Client Work,9.71,1,981,1190.69
TS-0000489,CON-0150,ENG-00002,2025-02-05,Training,4.99,0,668,0
TS-0000490,CON-0012,ENG-00839,2024-07-10,Client Work,9.91,1,2892,3582.47
TS-0000491,CON-0059,ENG-00538,2025-02-12,Client Work,1.89,1,882,208.37
TS-0000492,CON-0025,ENG-00103,2024-11-13,Internal,3.69,0,428,0
TS-0000493,CON-0126,ENG-00753,2024-12-04,Admin,2.94,0,678,0
TS-0000494,CON-0125,ENG-00260,2024-12-11,Client Work,8.36,1,983,1027.23
TS-0000495,CON-0078,ENG-00728,2024-11-27,Training,7.86,0,1200,0
TS-0000496,CON-0153,ENG-00496,2024-08-21,Client Work,5.43,1,1696,1151.16
TS-0000497,CON-0164,ENG-00022,2024-09-04,Admin,8.63,0,447,0
TS-0000498,CON-0169,ENG-00146,2024-12-04,Client Work,2.82,0,925,0
TS-0000499,CON-0190,ENG-00713,2025-01-08,Client Work,7.57,1,741,701.17
TS-0000500,CON-0050,ENG-00943,2024-12-18,Business Development,9.67,0,2804,0
TS-0000501,CON-0161,ENG-00696,2025-02-26,Training,4.77,0,1175,0
TS-0000502,CON-0135,ENG-00180,2024-10-23,Training,3.81,0,432,0
TS-0000503,CON-0085,ENG-00401,2025-03-19,Client Work,9.94,1,1216,1510.88
TS-0000504,CON-0080,ENG-00196,2024-07-17,Client Work,7.17,1,476,426.62
TS-0000505,CON-0157,ENG-00126,2025-01-08,Internal,5.88,0,619,0
TS-0000506,CON-0089,ENG-00296,2024-08-21,Admin,5.24,0,902,0
TS-0000507,CON-0176,ENG-00151,2025-01-22,Business Development,5.47,0,2025,0
TS-0000508,CON-0075,ENG-00639,2025-03-05,Business Development,3.38,0,748,0
TS-0000509,CON-0074,ENG-00067,2024-11-06,Client Work,0.89,1,1295,144.07
TS-0000510,CON-0073,ENG-00846,2025-03-19,Client Work,5.14,1,1199,770.36
TS-0000511,CON-0002,ENG-00441,2024-12-04,Business Development,0.51,0,1258,0
TS-0000512,CON-0065,ENG-00142,2024-12-04,Training,7.96,0,702,0
TS-0000513,CON-0129,ENG-00682,2025-03-05,Client Work,1.32,1,1158,191.07
TS-0000514,CON-0070,ENG-00147,2024-09-25,Client Work,9.22,1,1287,1483.27
TS-0000515,CON-0075,ENG-00225,2024-07-17,Client Work,3.87,1,748,361.85
TS-0000516,CON-0174,ENG-00653,2024-12-18,Client Work,9.69,1,2056,2490.33
TS-0000517,CON-0026,ENG-00915,2024-10-23,Training,6.17,0,2074,0
TS-0000518,CON-0045,ENG-00578,2025-01-08,Business Development,3.56,0,1567,0
TS-0000519,CON-0149,ENG-00143,2024-09-25,Client Work,4.45,1,1984,1103.6
TS-0000520,CON-0052,ENG-00309,2024-11-13,Client Work,5.88,1,1285,944.48
TS-0000521,CON-0161,ENG-00473,2025-02-26,Client Work,7.93,1,1175,1164.72
TS-0000522,CON-0112,ENG-00099,2024-08-28,Client Work,7.09,1,475,420.97
TS-0000523,CON-0129,ENG-00958,2024-12-04,Client Work,4.56,1,1158,660.06
TS-0000524,CON-0108,ENG-00985,2025-01-01,Client Work,9.17,0,1218,0
TS-0000525,CON-0007,ENG-00981,2025-01-01,Client Work,1.84,1,1246,286.58
TS-0000526,CON-0078,ENG-00806,2024-10-16,Client Work,4.04,1,1200,606.0
TS-0000527,CON-0159,ENG-00557,2025-03-12,Training,1.01,0,724,0
TS-0000528,CON-0101,ENG-00129,2024-12-25,Business Development,4.9,0,379,0
TS-0000529,CON-0196,ENG-00896,2025-02-19,Client Work,1.02,1,733,93.46
TS-0000530,CON-0015,ENG-00277,2024-08-14,Client Work,1.43,1,1586,283.5
TS-0000531,CON-0075,ENG-00580,2025-01-29,Business Development,8.71,0,748,0
TS-0000532,CON-0032,ENG-00759,2025-03-19,Business Development,7.52,0,1610,0
TS-0000533,CON-0014,ENG-00719,2024-10-02,Client Work,5.84,1,2030,1481.9
TS-0000534,CON-0127,ENG-00140,2024-10-09,Training,6.58,0,2803,0
TS-0000535,CON-0040,ENG-00309,2024-11-13,Business Development,9.4,0,642,0
TS-0000536,CON-0125,ENG-00639,2024-09-25,Client Work,0.5,1,983,61.44
TS-0000537,CON-0155,ENG-00902,2024-08-21,Client Work,2.85,1,978,348.41
TS-0000538,CON-0027,ENG-00486,2024-07-10,Internal,4.72,0,1271,0
TS-0000539,CON-0015,ENG-00949,2024-08-21,Client Work,5.1,1,1586,1011.07
TS-0000540,CON-0048,ENG-00840,2024-10-16,Internal,5.69,0,1217,0
TS-0000541,CON-0157,ENG-00698,2025-01-15,Training,6.36,0,619,0
TS-0000542,CON-0111,ENG-00150,2024-07-10,Client Work,8.28,1,1220,1262.7
TS-0000543,CON-0169,ENG-00247,2024-09-11,Client Work,7.15,0,925,0
TS-0000544,CON-0052,ENG-00488,2025-01-29,Client Work,6.84,1,1285,1098.67
TS-0000545,CON-0151,ENG-00505,2024-12-11,Business Development,4.22,0,1675,0
TS-0000546,CON-0179,ENG-00820,2024-08-14,Client Work,8.23,1,694,713.95
TS-0000547,CON-0038,ENG-00029,2024-11-06,Client Work,5.86,1,740,542.05
TS-0000548,CON-0003,ENG-00595,2024-11-13,Client Work,6.68,1,743,620.4
TS-0000549,CON-0169,ENG-00635,2025-01-15,Client Work,9.12,0,925,0
TS-0000550,CON-0036,ENG-00480,2025-01-22,Client Work,9.83,1,377,463.24
TS-0000551,CON-0092,ENG-00513,2025-02-12,Client Work,9.07,1,1206,1367.3
TS-0000552,CON-0135,ENG-00400,2025-02-12,Client Work,6.73,1,432,363.42
TS-0000553,CON-0091,ENG-00672,2025-03-12,Client Work,7.29,1,707,644.25
TS-0000554,CON-0036,ENG-00286,2024-11-13,Training,1.15,0,377,0
TS-0000555,CON-0166,ENG-00496,2024-12-18,Admin,6.26,0,1223,0
TS-0000556,CON-0047,ENG-00590,2025-02-12,Internal,5.49,0,733,0
TS-0000557,CON-0034,ENG-00715,2024-11-20,Client Work,6.02,1,1574,1184.43
TS-0000558,CON-0150,ENG-00633,2024-12-25,Client Work,0.78,1,668,65.13
TS-0000559,CON-0188,ENG-00163,2024-10-09,Client Work,1.51,1,716,135.15
TS-0000560,CON-0174,ENG-00488,2024-11-20,Internal,9.82,0,2056,0
TS-0000561,CON-0188,ENG-00815,2024-10-16,Client Work,8.87,1,716,793.86
TS-0000562,CON-0187,ENG-00914,2024-12-18,Internal,4.49,0,489,0
TS-0000563,CON-0017,ENG-00064,2025-04-02,Client Work,0.86,1,2876,309.17
TS-0000564,CON-0192,ENG-00075,2025-01-15,Internal,6.26,0,2794,0
TS-0000565,CON-0008,ENG-00946,2024-09-18,Client Work,7.14,1,861,768.44
TS-0000566,CON-0097,ENG-00137,2025-03-12,Client Work,2.36,1,1214,358.13
TS-0000567,CON-0126,ENG-00449,2024-11-06,Client Work,7.55,1,678,639.86
TS-0000568,CON-0112,ENG-00834,2025-02-19,Internal,2.33,0,475,0
TS-0000569,CON-0150,ENG-00025,2024-08-14,Client Work,8.2,1,668,684.7
TS-0000570,CON-0002,ENG-00369,2025-01-01,Client Work,8.71,1,1258,1369.65
TS-0000571,CON-0088,ENG-00190,2025-02-19,Client Work,8.41,1,654,687.52
TS-0000572,CON-0147,ENG-00848,2025-01-29,Client Work,3.89,1,924,449.3
TS-0000573,CON-0144,ENG-00874,2024-08-28,Internal,4.67,0,673,0
TS-0000574,CON-0161,ENG-00386,2024-07-31,Client Work,1.71,1,1175,251.16
TS-0000575,CON-0133,ENG-00306,2024-08-14,Client Work,2.69,1,923,310.36
TS-0000576,CON-0154,ENG-00554,2024-11-27,Client Work,8.3,0,447,0
TS-0000577,CON-0075,ENG-00945,2024-10-23,Client Work,3.9,1,748,364.65
TS-0000578,CON-0041,ENG-00992,2024-11-06,Client Work,5.97,1,716,534.31
TS-0000579,CON-0133,ENG-00955,2025-04-02,Client Work,4.29,1,923,494.96
TS-0000580,CON-0015,ENG-00560,2024-08-21,Client Work,9.4,1,1586,1863.55
TS-0000581,CON-0068,ENG-00669,2024-07-10,Client Work,4.5,1,438,246.38
TS-0000582,CON-0052,ENG-00343,2024-07-24,Client Work,5.7,1,1285,915.56
TS-0000583,CON-0188,ENG-00338,2024-07-24,Client Work,1.19,1,716,106.5
TS-0000584,CON-0145,ENG-00927,2025-04-02,Business Development,7.77,0,411,0
TS-0000585,CON-0010,ENG-00355,2024-07-31,Admin,6.18,0,418,0
TS-0000586,CON-0157,ENG-00952,2024-08-07,Training,5.05,0,619,0
TS-0000587,CON-0034,ENG-00278,2024-07-17,Client Work,5.22,1,1574,1027.03
TS-0000588,CON-0058,ENG-00666,2024-12-04,Client Work,3.38,1,388,163.93
TS-0000589,CON-0059,ENG-00022,2024-07-24,Client Work,7.93,1,882,874.28
TS-0000590,CON-0051,ENG-00548,2025-03-26,Training,6.98,0,1622,0
TS-0000591,CON-0189,ENG-00019,2025-03-05,Client Work,4.18,0,2835,0
TS-0000592,CON-0097,ENG-00713,2024-08-28,Client Work,4.55,1,1214,690.46
TS-0000593,CON-0036,ENG-00119,2025-01-15,Client Work,6.35,1,377,299.24
TS-0000594,CON-0095,ENG-00361,2024-09-25,Client Work,9.22,1,468,539.37
TS-0000595,CON-0061,ENG-00238,2024-08-07,Client Work,2.66,0,1589,0
TS-0000596,CON-0192,ENG-00771,2025-02-26,Client Work,9.91,1,2794,3461.07
TS-0000597,CON-0004,ENG-00895,2024-10-16,Internal,1.23,0,671,0
TS-0000598,CON-0033,ENG-00450,2024-09-18,Client Work,3.48,1,997,433.69
TS-0000599,CON-0155,ENG-00671,2024-10-16,Admin,1.73,0,978,0
TS-0000600,CON-0102,ENG-00491,2024-08-21,Business Development,1.23,0,497,0
TS-0000601,CON-0140,ENG-00211,2025-02-05,Business Development,8.23,0,673,0
TS-0000602,CON-0057,ENG-00455,2024-11-13,Admin,7.91,0,963,0
TS-0000603,CON-0075,ENG-00890,2024-10-16,Client Work,3.04,1,748,284.24
TS-0000604,CON-0179,ENG-00555,2025-02-12,Client Work,3.79,1,694,328.78
TS-0000605,CON-0106,ENG-00723,2025-04-02,Client Work,1.25,0,1577,0
TS-0000606,CON-0036,ENG-00862,2025-02-19,Client Work,7.55,1,377,355.79
TS-0000607,CON-0054,ENG-00126,2024-12-11,Business Development,7.99,0,1222,0
TS-0000608,CON-0010,ENG-00241,2025-01-15,Business Development,4.81,0,418,0
TS-0000609,CON-0030,ENG-00022,2025-02-05,Internal,3.07,0,436,0
TS-0000610,CON-0151,ENG-00394,2024-11-13,Internal,1.3,0,1675,0
TS-0000611,CON-0072,ENG-00876,2025-04-02,Client Work,0.68,1,1229,104.47
TS-0000612,CON-0098,ENG-00394,2025-01-15,Client Work,2.45,0,367,0
TS-0000613,CON-0048,ENG-00676,2025-01-08,Client Work,6.77,1,1217,1029.89
TS-0000614,CON-0009,ENG-00555,2024-12-04,Admin,9.15,0,2775,0
TS-0000615,CON-0194,ENG-00915,2024-11-27,Training,9.12,0,707,0
TS-0000616,CON-0193,ENG-00606,2024-10-02,Internal,3.74,0,410,0
TS-0000617,CON-0160,ENG-00445,2025-01-08,Internal,9.32,0,658,0
TS-0000618,CON-0193,ENG-00059,2024-08-14,Client Work,9.55,1,410,489.44
TS-0000619,CON-0174,ENG-00295,2025-02-26,Client Work,5.94,1,2056,1526.58
TS-0000620,CON-0146,ENG-00788,2025-02-19,Client Work,9.62,1,407,489.42
TS-0000621,CON-0120,ENG-00764,2024-10-16,Client Work,0.64,0,424,0
TS-0000622,CON-0175,ENG-00974,2024-10-30,Client Work,2.87,1,1678,601.98
TS-0000623,CON-0139,ENG-00303,2024-11-27,Client Work,0.87,1,932,101.36
TS-0000624,CON-0071,ENG-00371,2024-10-30,Business Development,7.93,0,684,0
TS-0000625,CON-0198,ENG-00623,2024-07-03,Client Work,5.9,1,1170,862.88
TS-0000626,CON-0083,ENG-00857,2024-10-23,Internal,4.72,0,985,0
TS-0000627,CON-0005,ENG-00451,2024-07-03,Client Work,9.68,0,1189,0
TS-0000628,CON-0123,ENG-00654,2025-03-05,Client Work,1.06,1,863,114.35
TS-0000629,CON-0021,ENG-00284,2025-04-02,Client Work,9.56,0,466,0
TS-0000630,CON-0113,ENG-00185,2024-10-23,Internal,3.12,0,854,0
TS-0000631,CON-0127,ENG-00131,2024-10-09,Business Development,1.9,0,2803,0
TS-0000632,CON-0159,ENG-00672,2024-07-24,Client Work,6.72,1,724,608.16
TS-0000633,CON-0048,ENG-00701,2025-02-12,Training,6.01,0,1217,0
TS-0000634,CON-0011,ENG-00567,2024-10-09,Client Work,7.29,1,912,831.06
TS-0000635,CON-0067,ENG-00999,2024-10-23,Client Work,8.53,1,666,710.12
TS-0000636,CON-0091,ENG-00554,2024-07-17,Business Development,3.82,0,707,0
TS-0000637,CON-0020,ENG-00520,2025-01-15,Client Work,1.24,1,1287,199.48
TS-0000638,CON-0053,ENG-00334,2025-03-12,Client Work,8.32,1,634,659.36
TS-0000639,CON-0107,ENG-00074,2025-01-08,Training,1.86,0,1283,0
TS-0000640,CON-0084,ENG-00622,2024-12-11,Client Work,4.38,1,959,525.05
TS-0000641,CON-0167,ENG-00384,2025-01-29,Admin,3.29,0,676,0
TS-0000642,CON-0008,ENG-00165,2024-12-11,Client Work,9.34,1,861,1005.22
TS-0000643,CON-0152,ENG-00027,2024-08-14,Business Development,8.18,0,739,0
TS-0000644,CON-0131,ENG-00733,2025-02-12,Internal,7.27,0,1179,0
