batch_id,production_line,product,batch_start,batch_end,planned_units,units_produced,defect_count,downtime_minutes,machine_id,failure_event
B-02365,Line-A,Rotor-M,2025-02-26 08:00:00,2025-02-26 16:00:00,308,269,30,83.0,MCH-0050,1
B-03674,Line-E,Valve-Q,2025-03-13 16:00:00,2025-03-14 00:00:00,377,274,24,213.2,MCH-0034,1
B-02334,Line-E,Widget-A,2025-02-26 16:00:00,2025-02-27 00:00:00,327,317,9,19.4,MCH-0034,0
B-00865,Line-B,Bracket-Z,2025-02-10 16:00:00,2025-02-11 00:00:00,346,239,26,244.7,MCH-0016,1
B-02677,Line-B,Bracket-Z,2025-03-02 00:00:00,2025-03-02 08:00:00,344,256,22,174.8,MCH-0031,1
B-00567,Line-A,Gear-X,2025-02-06 00:00:00,2025-02-06 08:00:00,302,251,28,128.3,MCH-0045,1
B-01023,Line-A,Widget-A,2025-02-11 08:00:00,2025-02-11 16:00:00,432,407,14,22.7,MCH-0050,0
B-02122,Line-B,Rotor-M,2025-02-24 16:00:00,2025-02-25 00:00:00,326,271,30,132.4,MCH-0016,1
B-01057,Line-C,Widget-A,2025-02-12 16:00:00,2025-02-13 00:00:00,318,308,7,19.0,MCH-0017,0
B-00583,Line-B,Gear-X,2025-02-07 00:00:00,2025-02-07 08:00:00,325,300,13,45.8,MCH-0006,0
B-02933,Line-A,Valve-Q,2025-03-05 08:00:00,2025-03-05 16:00:00,349,328,13,33.3,MCH-0020,0
B-03618,Line-E,Gear-X,2025-03-13 00:00:00,2025-03-13 08:00:00,330,321,8,23.5,MCH-0004,0
B-02711,Line-D,Gear-X,2025-03-02 16:00:00,2025-03-03 00:00:00,288,271,7,20.0,MCH-0048,0
B-00038,Line-B,Rotor-M,2025-02-01 00:00:00,2025-02-01 08:00:00,261,243,6,30.5,MCH-0021,0
B-00833,Line-E,Gear-X,2025-02-09 08:00:00,2025-02-09 16:00:00,252,238,7,22.9,MCH-0049,0
B-00266,Line-C,Widget-A,2025-02-04 16:00:00,2025-02-05 00:00:00,253,250,7,9.6,MCH-0002,0
B-03334,Line-A,Widget-A,2025-03-09 16:00:00,2025-03-10 00:00:00,280,228,27,132.6,MCH-0050,1
B-00166,Line-A,Valve-Q,2025-02-02 00:00:00,2025-02-02 08:00:00,324,303,10,24.8,MCH-0040,0
B-04036,Line-C,Gear-X,2025-03-17 16:00:00,2025-03-18 00:00:00,279,268,10,24.6,MCH-0037,0
B-02798,Line-D,Rotor-M,2025-03-03 16:00:00,2025-03-04 00:00:00,368,350,12,22.3,MCH-0048,0
B-00852,Line-E,Bracket-Z,2025-02-10 16:00:00,2025-02-11 00:00:00,371,357,16,14.8,MCH-0009,0
B-02403,Line-C,Rotor-M,2025-02-27 00:00:00,2025-02-27 08:00:00,350,258,25,198.2,MCH-0022,1
B-00515,Line-B,Valve-Q,2025-02-06 00:00:00,2025-02-06 08:00:00,264,253,9,7.8,MCH-0021,0
B-02102,Line-C,Valve-Q,2025-02-24 08:00:00,2025-02-24 16:00:00,354,341,11,9.2,MCH-0007,0
B-03720,Line-E,Widget-A,2025-03-14 08:00:00,2025-03-14 16:00:00,297,235,26,131.7,MCH-0004,1
B-01752,Line-E,Gear-X,2025-02-19 00:00:00,2025-02-19 08:00:00,263,208,26,146.0,MCH-0044,1
B-02648,Line-C,Gear-X,2025-03-02 08:00:00,2025-03-02 16:00:00,331,317,6,22.1,MCH-0017,0
B-03960,Line-B,Gear-X,2025-03-16 16:00:00,2025-03-17 00:00:00,344,321,9,23.8,MCH-0041,0
B-02672,Line-B,Rotor-M,2025-03-02 00:00:00,2025-03-02 08:00:00,284,262,7,42.7,MCH-0026,0
B-00109,Line-A,Bracket-Z,2025-02-02 16:00:00,2025-02-03 00:00:00,293,281,8,15.5,MCH-0010,0
B-01705,Line-E,Valve-Q,2025-02-19 08:00:00,2025-02-19 16:00:00,292,234,19,153.0,MCH-0019,1
B-02541,Line-B,Rotor-M,2025-03-01 08:00:00,2025-03-01 16:00:00,370,265,33,211.9,MCH-0001,1
B-01368,Line-B,Bracket-Z,2025-02-15 00:00:00,2025-02-15 08:00:00,359,338,9,29.2,MCH-0036,0
B-03559,Line-E,Valve-Q,2025-03-12 16:00:00,2025-03-13 00:00:00,276,229,20,110.1,MCH-0019,1
B-00993,Line-D,Rotor-M,2025-02-11 08:00:00,2025-02-11 16:00:00,252,242,6,7.7,MCH-0033,0
B-01629,Line-B,Bracket-Z,2025-02-18 08:00:00,2025-02-18 16:00:00,397,318,30,156.8,MCH-0031,1
B-01531,Line-A,Gear-X,2025-02-17 16:00:00,2025-02-18 00:00:00,302,293,7,0.0,MCH-0025,0
B-03519,Line-D,Valve-Q,2025-03-11 16:00:00,2025-03-12 00:00:00,267,260,10,17.5,MCH-0048,0
B-01800,Line-D,Widget-A,2025-02-20 08:00:00,2025-02-20 16:00:00,410,392,10,23.4,MCH-0023,0
B-02232,Line-E,Rotor-M,2025-02-25 16:00:00,2025-02-26 00:00:00,356,344,7,7.3,MCH-0029,0
B-00597,Line-E,Gear-X,2025-02-07 08:00:00,2025-02-07 16:00:00,304,292,11,12.2,MCH-0014,0
B-01811,Line-A,Bracket-Z,2025-02-20 16:00:00,2025-02-21 00:00:00,316,298,9,29.1,MCH-0030,0
B-02288,Line-A,Widget-A,2025-02-26 00:00:00,2025-02-26 08:00:00,389,370,14,29.8,MCH-0010,0
B-03166,Line-D,Rotor-M,2025-03-07 00:00:00,2025-03-07 08:00:00,307,293,9,20.3,MCH-0048,0
B-02138,Line-A,Valve-Q,2025-02-24 08:00:00,2025-02-24 16:00:00,348,327,9,41.3,MCH-0025,0
B-03612,Line-B,Widget-A,2025-03-13 08:00:00,2025-03-13 16:00:00,307,231,30,196.3,MCH-0001,1
B-02012,Line-D,Rotor-M,2025-02-23 16:00:00,2025-02-24 00:00:00,342,319,10,22.9,MCH-0008,0
B-00733,Line-E,Widget-A,2025-02-08 16:00:00,2025-02-09 00:00:00,360,342,12,28.7,MCH-0044,0
B-01604,Line-C,Bracket-Z,2025-02-18 08:00:00,2025-02-18 16:00:00,286,271,5,12.5,MCH-0017,0
B-00574,Line-A,Widget-A,2025-02-06 16:00:00,2025-02-07 00:00:00,263,254,10,14.5,MCH-0050,0
B-01940,Line-B,Valve-Q,2025-02-22 16:00:00,2025-02-23 00:00:00,257,194,13,175.8,MCH-0006,1
B-03522,Line-B,Bracket-Z,2025-03-12 16:00:00,2025-03-13 00:00:00,325,288,26,81.4,MCH-0001,1
B-01053,Line-A,Gear-X,2025-02-12 08:00:00,2025-02-12 16:00:00,357,340,9,22.5,MCH-0015,0
B-03747,Line-D,Gear-X,2025-03-14 00:00:00,2025-03-14 08:00:00,322,306,9,18.6,MCH-0018,0
B-00420,Line-E,Valve-Q,2025-02-05 16:00:00,2025-02-06 00:00:00,365,349,19,22.6,MCH-0024,0
B-00596,Line-E,Valve-Q,2025-02-07 16:00:00,2025-02-08 00:00:00,335,306,11,45.7,MCH-0014,0
B-02884,Line-D,Gear-X,2025-03-04 08:00:00,2025-03-04 16:00:00,336,308,14,48.1,MCH-0043,0
B-00074,Line-B,Gear-X,2025-02-01 08:00:00,2025-02-01 16:00:00,327,318,8,2.4,MCH-0041,0
B-00575,Line-A,Widget-A,2025-02-06 08:00:00,2025-02-06 16:00:00,300,286,11,11.5,MCH-0050,0
B-03403,Line-C,Rotor-M,2025-03-10 16:00:00,2025-03-11 00:00:00,322,307,12,25.0,MCH-0032,0
B-03711,Line-B,Gear-X,2025-03-14 08:00:00,2025-03-14 16:00:00,412,397,22,21.1,MCH-0001,0
B-02343,Line-E,Widget-A,2025-02-26 00:00:00,2025-02-26 08:00:00,296,281,6,20.5,MCH-0039,0
B-01173,Line-B,Valve-Q,2025-02-13 16:00:00,2025-02-14 00:00:00,319,303,12,12.6,MCH-0031,0
B-03889,Line-C,Rotor-M,2025-03-15 16:00:00,2025-03-16 00:00:00,348,337,8,24.5,MCH-0047,0
B-01617,Line-B,Bracket-Z,2025-02-18 16:00:00,2025-02-19 00:00:00,309,289,10,39.6,MCH-0026,0
B-02583,Line-C,Rotor-M,2025-03-01 16:00:00,2025-03-02 00:00:00,402,394,13,13.1,MCH-0032,0
B-00999,Line-C,Rotor-M,2025-02-11 16:00:00,2025-02-12 00:00:00,337,327,8,26.0,MCH-0037,0
B-00215,Line-A,Bracket-Z,2025-02-03 00:00:00,2025-02-03 08:00:00,258,254,10,0.0,MCH-0020,0
B-02165,Line-B,Bracket-Z,2025-02-24 00:00:00,2025-02-24 08:00:00,262,245,8,41.3,MCH-0041,0
B-03706,Line-D,Valve-Q,2025-03-13 16:00:00,2025-03-14 00:00:00,351,337,11,26.3,MCH-0048,0
B-02654,Line-E,Bracket-Z,2025-03-02 00:00:00,2025-03-02 08:00:00,319,302,10,37.7,MCH-0019,0
B-00794,Line-E,Rotor-M,2025-02-09 16:00:00,2025-02-10 00:00:00,355,349,13,13.4,MCH-0024,0
B-03986,Line-E,Rotor-M,2025-03-17 00:00:00,2025-03-17 08:00:00,287,266,11,26.9,MCH-0009,0
B-02190,Line-D,Gear-X,2025-02-25 00:00:00,2025-02-25 08:00:00,323,302,9,21.1,MCH-0003,0
B-03982,Line-A,Rotor-M,2025-03-17 16:00:00,2025-03-18 00:00:00,313,227,18,214.9,MCH-0005,1
B-00411,Line-A,Widget-A,2025-02-05 00:00:00,2025-02-05 08:00:00,395,383,16,12.2,MCH-0020,0
B-02752,Line-D,Valve-Q,2025-03-03 16:00:00,2025-03-04 00:00:00,358,303,20,101.3,MCH-0023,1
B-01865,Line-A,Bracket-Z,2025-02-21 08:00:00,2025-02-21 16:00:00,316,293,9,38.8,MCH-0010,0
B-02894,Line-B,Bracket-Z,2025-03-05 08:00:00,2025-03-05 16:00:00,339,241,29,205.3,MCH-0001,1
B-01750,Line-D,Rotor-M,2025-02-19 08:00:00,2025-02-19 16:00:00,330,313,11,15.1,MCH-0043,0
B-02687,Line-B,Bracket-Z,2025-03-02 08:00:00,2025-03-02 16:00:00,308,304,10,3.6,MCH-0036,0
B-01478,Line-B,Valve-Q,2025-02-16 16:00:00,2025-02-17 00:00:00,299,215,18,188.9,MCH-0046,1
B-02875,Line-E,Gear-X,2025-03-04 00:00:00,2025-03-04 08:00:00,343,324,7,35.8,MCH-0039,0
B-01434,Line-C,Bracket-Z,2025-02-16 08:00:00,2025-02-16 16:00:00,377,281,22,184.2,MCH-0022,1
B-00237,Line-B,Widget-A,2025-02-03 00:00:00,2025-02-03 08:00:00,305,298,12,17.2,MCH-0031,0
B-03483,Line-A,Rotor-M,2025-03-11 00:00:00,2025-03-11 08:00:00,317,298,13,47.0,MCH-0030,0
B-02736,Line-C,Gear-X,2025-03-03 00:00:00,2025-03-03 08:00:00,295,286,10,25.0,MCH-0012,0
B-01459,Line-B,Rotor-M,2025-02-16 00:00:00,2025-02-16 08:00:00,297,259,23,92.7,MCH-0036,1
B-02587,Line-A,Valve-Q,2025-03-01 16:00:00,2025-03-02 00:00:00,342,337,9,12.1,MCH-0035,0
B-03951,Line-B,Valve-Q,2025-03-16 00:00:00,2025-03-16 08:00:00,329,311,8,20.5,MCH-0036,0
B-01949,Line-A,Valve-Q,2025-02-22 08:00:00,2025-02-22 16:00:00,332,311,6,25.8,MCH-0015,0
B-03354,Line-E,Widget-A,2025-03-10 16:00:00,2025-03-11 00:00:00,252,173,15,225.6,MCH-0009,1
B-01000,Line-D,Widget-A,2025-02-11 00:00:00,2025-02-11 08:00:00,326,272,29,107.9,MCH-0038,1
B-03935,Line-D,Bracket-Z,2025-03-16 08:00:00,2025-03-16 16:00:00,276,260,7,19.2,MCH-0028,0
B-02008,Line-B,Widget-A,2025-02-23 16:00:00,2025-02-24 00:00:00,325,324,8,2.4,MCH-0006,0
B-03243,Line-E,Gear-X,2025-03-08 16:00:00,2025-03-09 00:00:00,333,285,23,91.2,MCH-0044,1
B-01957,Line-E,Rotor-M,2025-02-22 08:00:00,2025-02-22 16:00:00,277,263,9,31.9,MCH-0019,0
B-02355,Line-A,Rotor-M,2025-02-26 16:00:00,2025-02-27 00:00:00,249,229,9,26.5,MCH-0045,0
B-02245,Line-A,Bracket-Z,2025-02-25 00:00:00,2025-02-25 08:00:00,264,248,10,22.0,MCH-0035,0
B-01625,Line-E,Rotor-M,2025-02-18 16:00:00,2025-02-19 00:00:00,269,249,6,22.4,MCH-0029,0
B-02317,Line-C,Rotor-M,2025-02-26 00:00:00,2025-02-26 08:00:00,247,237,10,11.9,MCH-0027,0
B-02378,Line-A,Rotor-M,2025-02-27 08:00:00,2025-02-27 16:00:00,310,293,13,38.2,MCH-0010,0
B-00425,Line-B,Rotor-M,2025-02-05 08:00:00,2025-02-05 16:00:00,274,213,20,180.9,MCH-0026,1
B-00582,Line-A,Gear-X,2025-02-07 08:00:00,2025-02-07 16:00:00,301,282,11,34.8,MCH-0005,0
B-00908,Line-D,Bracket-Z,2025-02-10 08:00:00,2025-02-10 16:00:00,371,286,21,156.4,MCH-0038,1
B-02226,Line-B,Gear-X,2025-02-25 00:00:00,2025-02-25 08:00:00,342,323,13,27.5,MCH-0026,0
B-04022,Line-B,Widget-A,2025-03-17 08:00:00,2025-03-17 16:00:00,384,333,32,88.1,MCH-0031,1
B-00559,Line-D,Rotor-M,2025-02-06 08:00:00,2025-02-06 16:00:00,291,280,11,19.6,MCH-0043,0
B-01034,Line-C,Widget-A,2025-02-12 00:00:00,2025-02-12 08:00:00,352,345,11,15.4,MCH-0007,0
B-03158,Line-E,Widget-A,2025-03-07 08:00:00,2025-03-07 16:00:00,263,188,18,193.2,MCH-0044,1
B-00022,Line-C,Valve-Q,2025-02-01 00:00:00,2025-02-01 08:00:00,395,368,8,28.1,MCH-0012,0
B-00167,Line-A,Bracket-Z,2025-02-02 08:00:00,2025-02-02 16:00:00,341,312,10,44.1,MCH-0040,0
B-01363,Line-C,Gear-X,2025-02-15 00:00:00,2025-02-15 08:00:00,319,250,25,140.1,MCH-0032,1
B-03283,Line-C,Valve-Q,2025-03-09 00:00:00,2025-03-09 08:00:00,356,342,6,2.6,MCH-0017,0
B-03515,Line-B,Widget-A,2025-03-11 16:00:00,2025-03-12 00:00:00,353,300,33,105.1,MCH-0046,1
B-01260,Line-A,Bracket-Z,2025-02-14 08:00:00,2025-02-14 16:00:00,360,339,9,21.2,MCH-0025,0
B-01589,Line-D,Widget-A,2025-02-18 16:00:00,2025-02-19 00:00:00,364,340,11,23.9,MCH-0008,0
B-02762,Line-D,Widget-A,2025-03-03 00:00:00,2025-03-03 08:00:00,283,257,9,53.6,MCH-0028,0
B-00840,Line-D,Gear-X,2025-02-10 08:00:00,2025-02-10 16:00:00,295,277,9,17.1,MCH-0003,0
B-00812,Line-A,Gear-X,2025-02-09 08:00:00,2025-02-09 16:00:00,285,270,8,19.0,MCH-0035,0
B-02562,Line-D,Bracket-Z,2025-03-01 08:00:00,2025-03-01 16:00:00,280,258,7,36.6,MCH-0018,0
B-00599,Line-B,Widget-A,2025-02-07 08:00:00,2025-02-07 16:00:00,288,209,24,182.3,MCH-0016,1
B-00686,Line-E,Rotor-M,2025-02-08 00:00:00,2025-02-08 08:00:00,329,306,13,30.8,MCH-0019,0
B-01181,Line-A,Gear-X,2025-02-13 16:00:00,2025-02-14 00:00:00,289,280,12,23.2,MCH-0035,0
B-02416,Line-E,Widget-A,2025-02-27 16:00:00,2025-02-28 00:00:00,352,322,7,37.7,MCH-0029,0
B-01164,Line-B,Widget-A,2025-02-13 16:00:00,2025-02-14 00:00:00,317,250,24,141.9,MCH-0026,1
B-00981,Line-D,Valve-Q,2025-02-11 16:00:00,2025-02-12 00:00:00,373,306,31,129.6,MCH-0028,1
B-00416,Line-C,Gear-X,2025-02-05 08:00:00,2025-02-05 16:00:00,222,211,9,34.5,MCH-0022,0
B-02905,Line-C,Rotor-M,2025-03-05 00:00:00,2025-03-05 08:00:00,373,345,16,34.7,MCH-0007,0
B-03507,Line-D,Widget-A,2025-03-11 16:00:00,2025-03-12 00:00:00,343,314,14,36.0,MCH-0043,0
B-00823,Line-C,Bracket-Z,2025-02-09 16:00:00,2025-02-10 00:00:00,362,352,7,14.1,MCH-0042,0
B-02295,Line-D,Rotor-M,2025-02-26 08:00:00,2025-02-26 16:00:00,358,348,8,22.9,MCH-0013,0
B-03417,Line-B,Rotor-M,2025-03-10 00:00:00,2025-03-10 08:00:00,279,254,8,32.1,MCH-0041,0
B-03782,Line-C,Widget-A,2025-03-14 08:00:00,2025-03-14 16:00:00,357,341,12,25.1,MCH-0037,0
B-01600,Line-A,Widget-A,2025-02-18 08:00:00,2025-02-18 16:00:00,264,254,7,32.4,MCH-0015,0
B-02209,Line-C,Valve-Q,2025-02-25 16:00:00,2025-02-26 00:00:00,310,295,8,17.9,MCH-0017,0
B-02038,Line-B,Widget-A,2025-02-23 00:00:00,2025-02-23 08:00:00,316,311,7,1.9,MCH-0021,0
B-02187,Line-C,Valve-Q,2025-02-25 08:00:00,2025-02-25 16:00:00,298,287,7,21.5,MCH-0002,0
B-01239,Line-E,Rotor-M,2025-02-14 08:00:00,2025-02-14 16:00:00,286,266,7,16.8,MCH-0014,0
B-02923,Line-B,Gear-X,2025-03-05 00:00:00,2025-03-05 08:00:00,274,213,22,150.3,MCH-0016,1
B-02104,Line-D,Bracket-Z,2025-02-24 00:00:00,2025-02-24 08:00:00,380,359,12,40.2,MCH-0008,0
B-03942,Line-D,Bracket-Z,2025-03-16 16:00:00,2025-03-17 00:00:00,320,294,9,31.0,MCH-0033,0
B-01320,Line-E,Gear-X,2025-02-15 16:00:00,2025-02-16 00:00:00,340,269,30,151.6,MCH-0004,1
B-01489,Line-B,Gear-X,2025-02-17 08:00:00,2025-02-17 16:00:00,287,222,23,166.2,MCH-0001,1
B-04002,Line-A,Valve-Q,2025-03-17 08:00:00,2025-03-17 16:00:00,378,356,18,28.3,MCH-0020,0
B-02874,Line-D,Widget-A,2025-03-04 00:00:00,2025-03-04 08:00:00,306,293,9,36.3,MCH-0038,0
B-00747,Line-C,Bracket-Z,2025-02-09 08:00:00,2025-02-09 16:00:00,390,367,8,18.9,MCH-0002,0
B-00007,Line-E,Widget-A,2025-02-01 08:00:00,2025-02-01 16:00:00,319,297,7,24.3,MCH-0004,0
B-01435,Line-C,Widget-A,2025-02-16 00:00:00,2025-02-16 08:00:00,318,240,15,164.4,MCH-0022,1
B-00687,Line-E,Valve-Q,2025-02-08 00:00:00,2025-02-08 08:00:00,302,280,12,36.4,MCH-0019,0
B-00246,Line-D,Valve-Q,2025-02-03 00:00:00,2025-02-03 08:00:00,359,334,10,38.7,MCH-0038,0
B-01650,Line-C,Valve-Q,2025-02-18 08:00:00,2025-02-18 16:00:00,388,367,10,28.3,MCH-0042,0
B-00418,Line-D,Widget-A,2025-02-05 16:00:00,2025-02-06 00:00:00,370,345,8,24.0,MCH-0023,0
B-03344,Line-E,Valve-Q,2025-03-10 16:00:00,2025-03-11 00:00:00,331,251,22,186.2,MCH-0004,1
B-00534,Line-B,Bracket-Z,2025-02-06 00:00:00,2025-02-06 08:00:00,380,368,12,7.9,MCH-0031,0
B-01437,Line-E,Widget-A,2025-02-16 16:00:00,2025-02-17 00:00:00,312,234,18,181.8,MCH-0024,1
B-02387,Line-E,Rotor-M,2025-02-27 08:00:00,2025-02-27 16:00:00,298,291,10,19.9,MCH-0014,0
B-03338,Line-B,Gear-X,2025-03-10 08:00:00,2025-03-10 16:00:00,366,276,23,174.9,MCH-0001,1
B-02731,Line-E,Widget-A,2025-03-03 16:00:00,2025-03-04 00:00:00,284,240,20,99.8,MCH-0009,1
B-03503,Line-A,Rotor-M,2025-03-11 08:00:00,2025-03-11 16:00:00,268,251,11,31.2,MCH-0040,0
B-00114,Line-D,Widget-A,2025-02-02 00:00:00,2025-02-02 08:00:00,292,270,7,25.7,MCH-0013,0
B-01248,Line-B,Gear-X,2025-02-14 08:00:00,2025-02-14 16:00:00,316,307,9,16.6,MCH-0021,0
B-03009,Line-C,Rotor-M,2025-03-06 08:00:00,2025-03-06 16:00:00,306,286,10,31.4,MCH-0012,0
B-03626,Line-D,Bracket-Z,2025-03-13 16:00:00,2025-03-14 00:00:00,327,271,30,119.5,MCH-0008,1
B-01244,Line-E,Widget-A,2025-02-14 00:00:00,2025-02-14 08:00:00,424,396,16,43.6,MCH-0019,0
B-00141,Line-C,Gear-X,2025-02-02 08:00:00,2025-02-02 16:00:00,261,253,6,22.6,MCH-0027,0
B-01981,Line-A,Gear-X,2025-02-22 08:00:00,2025-02-22 16:00:00,366,316,25,87.0,MCH-0035,1
B-00464,Line-A,Rotor-M,2025-02-05 16:00:00,2025-02-06 00:00:00,324,244,30,188.5,MCH-0045,1
B-01904,Line-C,Gear-X,2025-02-21 00:00:00,2025-02-21 08:00:00,261,247,10,6.6,MCH-0032,0
B-01347,Line-E,Widget-A,2025-02-15 16:00:00,2025-02-16 00:00:00,302,285,11,36.3,MCH-0024,0
B-00876,Line-A,Gear-X,2025-02-10 00:00:00,2025-02-10 08:00:00,281,237,29,119.2,MCH-0020,1
B-02670,Line-B,Bracket-Z,2025-03-02 16:00:00,2025-03-03 00:00:00,278,251,7,47.2,MCH-0026,0
B-00391,Line-B,Rotor-M,2025-02-05 08:00:00,2025-02-05 16:00:00,352,349,11,2.2,MCH-0011,0
B-03241,Line-E,Widget-A,2025-03-08 00:00:00,2025-03-08 08:00:00,354,310,35,81.7,MCH-0044,1
B-04028,Line-E,Widget-A,2025-03-17 00:00:00,2025-03-17 08:00:00,369,345,13,36.3,MCH-0034,0
B-00494,Line-E,Valve-Q,2025-02-06 16:00:00,2025-02-07 00:00:00,369,345,12,30.2,MCH-0009,0
B-01421,Line-B,Rotor-M,2025-02-16 08:00:00,2025-02-16 16:00:00,285,272,9,32.3,MCH-0016,0
B-03964,Line-D,Valve-Q,2025-03-16 08:00:00,2025-03-16 16:00:00,270,254,10,26.4,MCH-0043,0
B-01484,Line-D,Widget-A,2025-02-16 00:00:00,2025-02-16 08:00:00,205,190,5,18.1,MCH-0048,0
B-02448,Line-E,Rotor-M,2025-02-27 16:00:00,2025-02-28 00:00:00,277,258,9,31.3,MCH-0049,0
B-01300,Line-D,Bracket-Z,2025-02-14 16:00:00,2025-02-15 00:00:00,350,329,10,30.1,MCH-0043,0
B-04044,Line-C,Widget-A,2025-03-17 08:00:00,2025-03-17 16:00:00,288,270,8,15.3,MCH-0042,0
B-00164,Line-E,Widget-A,2025-02-02 16:00:00,2025-02-03 00:00:00,383,371,7,25.7,MCH-0039,0
B-01061,Line-E,Widget-A,2025-02-12 16:00:00,2025-02-13 00:00:00,281,201,26,217.7,MCH-0019,1
B-01790,Line-C,Widget-A,2025-02-20 00:00:00,2025-02-20 08:00:00,254,232,9,27.0,MCH-0017,0
B-02565,Line-E,Rotor-M,2025-03-01 08:00:00,2025-03-01 16:00:00,354,348,12,10.0,MCH-0019,0
B-04045,Line-C,Rotor-M,2025-03-17 00:00:00,2025-03-17 08:00:00,313,294,9,13.6,MCH-0042,0
B-00530,Line-E,Rotor-M,2025-02-06 16:00:00,2025-02-07 00:00:00,372,356,8,33.0,MCH-0029,0
B-03081,Line-B,Bracket-Z,2025-03-07 16:00:00,2025-03-08 00:00:00,348,331,14,28.8,MCH-0006,0
B-00208,Line-B,Rotor-M,2025-02-03 08:00:00,2025-02-03 16:00:00,369,256,38,217.5,MCH-0016,1
B-03987,Line-A,Valve-Q,2025-03-17 16:00:00,2025-03-18 00:00:00,249,184,17,168.6,MCH-0010,1
B-03788,Line-C,Widget-A,2025-03-14 08:00:00,2025-03-14 16:00:00,358,338,9,33.6,MCH-0042,0
B-01912,Line-B,Rotor-M,2025-02-21 16:00:00,2025-02-22 00:00:00,362,354,10,0.0,MCH-0041,0
B-01390,Line-E,Bracket-Z,2025-02-15 00:00:00,2025-02-15 08:00:00,306,294,8,24.5,MCH-0049,0
B-03331,Line-B,Valve-Q,2025-03-09 08:00:00,2025-03-09 16:00:00,313,301,10,17.1,MCH-0046,0
B-01887,Line-E,Bracket-Z,2025-02-21 08:00:00,2025-02-21 16:00:00,303,227,23,185.9,MCH-0024,1
B-00804,Line-E,Widget-A,2025-02-09 16:00:00,2025-02-10 00:00:00,346,331,6,6.8,MCH-0029,0
B-00670,Line-D,Gear-X,2025-02-08 08:00:00,2025-02-08 16:00:00,304,292,9,9.2,MCH-0008,0
B-01005,Line-A,Valve-Q,2025-02-11 16:00:00,2025-02-12 00:00:00,245,234,8,32.1,MCH-0040,0
B-00565,Line-A,Widget-A,2025-02-06 16:00:00,2025-02-07 00:00:00,312,234,24,190.3,MCH-0045,1
B-00990,Line-B,Bracket-Z,2025-02-11 08:00:00,2025-02-11 16:00:00,371,312,22,113.2,MCH-0031,1
B-04015,Line-C,Rotor-M,2025-03-17 16:00:00,2025-03-18 00:00:00,263,200,19,167.0,MCH-0027,1
B-01201,Line-A,Bracket-Z,2025-02-13 16:00:00,2025-02-14 00:00:00,307,230,25,176.4,MCH-0045,1
B-03949,Line-A,Widget-A,2025-03-16 00:00:00,2025-03-16 08:00:00,206,196,6,23.5,MCH-0035,0
B-03893,Line-A,Rotor-M,2025-03-15 16:00:00,2025-03-16 00:00:00,382,342,26,60.0,MCH-0050,1
B-02286,Line-A,Rotor-M,2025-02-26 16:00:00,2025-02-27 00:00:00,329,321,12,4.3,MCH-0010,0
B-01322,Line-A,Rotor-M,2025-02-15 00:00:00,2025-02-15 08:00:00,289,268,9,50.3,MCH-0005,0
B-01309,Line-E,Gear-X,2025-02-14 00:00:00,2025-02-14 08:00:00,263,202,16,159.1,MCH-0049,1
B-01648,Line-A,Bracket-Z,2025-02-18 16:00:00,2025-02-19 00:00:00,286,274,10,33.3,MCH-0040,0
B-00888,Line-C,Bracket-Z,2025-02-10 00:00:00,2025-02-10 08:00:00,307,283,11,31.5,MCH-0027,0
B-02141,Line-C,Bracket-Z,2025-02-24 00:00:00,2025-02-24 08:00:00,348,273,28,140.3,MCH-0027,1
B-02497,Line-D,Widget-A,2025-02-28 08:00:00,2025-02-28 16:00:00,375,353,9,22.0,MCH-0023,0
B-01870,Line-C,Valve-Q,2025-02-21 08:00:00,2025-02-21 16:00:00,345,330,11,21.8,MCH-0012,0
B-00729,Line-B,Valve-Q,2025-02-08 08:00:00,2025-02-08 16:00:00,293,273,8,21.3,MCH-0041,0
B-01754,Line-A,Rotor-M,2025-02-19 16:00:00,2025-02-20 00:00:00,348,324,14,26.2,MCH-0045,0
B-00807,Line-B,Widget-A,2025-02-09 08:00:00,2025-02-09 16:00:00,366,354,10,19.7,MCH-0031,0
B-01642,Line-D,Bracket-Z,2025-02-18 00:00:00,2025-02-18 08:00:00,327,231,25,216.0,MCH-0038,1
B-00668,Line-C,Bracket-Z,2025-02-08 08:00:00,2025-02-08 16:00:00,304,283,7,29.2,MCH-0007,0
B-01186,Line-C,Bracket-Z,2025-02-13 16:00:00,2025-02-14 00:00:00,300,280,7,34.2,MCH-0037,0
B-03602,Line-D,Rotor-M,2025-03-12 08:00:00,2025-03-12 16:00:00,324,263,28,142.0,MCH-0043,1
B-01469,Line-A,Bracket-Z,2025-02-16 16:00:00,2025-02-17 00:00:00,279,266,8,7.8,MCH-0040,0
B-03510,Line-E,Widget-A,2025-03-11 08:00:00,2025-03-11 16:00:00,368,351,10,27.5,MCH-0044,0
B-01841,Line-C,Bracket-Z,2025-02-20 16:00:00,2025-02-21 00:00:00,316,283,33,60.0,MCH-0047,1
B-01937,Line-E,Gear-X,2025-02-22 16:00:00,2025-02-23 00:00:00,292,231,18,153.5,MCH-0004,1
B-01786,Line-D,Rotor-M,2025-02-20 00:00:00,2025-02-20 08:00:00,309,276,22,81.0,MCH-0013,1
