reading_id,machine_id,production_line,reading_timestamp,temperature,pressure,vibration,humidity
R-000303,MCH-0004,Line-A,2025-03-09 01:53:00,91.51,110.43,2.831,33.2
R-000304,MCH-0027,Line-A,2025-01-18 20:14:00,81.25,154.74,3.672,53.7
R-000305,MCH-0004,Line-A,2025-03-21 20:42:00,99.25,132.18,3.423,43.8
R-000306,MCH-0035,Line-D,2025-03-12 13:00:00,94.1,153.36,2.859,43.5
R-000307,MCH-0033,Line-B,2025-03-31 21:27:00,84.1,108.84,3.782,47.2
R-000308,MCH-0010,Line-B,2025-01-31 06:39:00,53.25,143.92,3.413,53.0
R-000309,MCH-0024,Line-B,2025-02-21 14:36:00,75.79,180.89,3.036,59.3
R-000310,MCH-0006,Line-A,2025-03-25 20:48:00,86.99,154.03,2.848,51.3
R-000311,MCH-0041,Line-D,2025-01-02 22:10:00,95.13,169.18,3.06,39.3
R-000312,MCH-0007,Line-D,2025-03-09 01:14:00,80.8,189.08,4.191,39.1
R-000313,MCH-0003,Line-A,2025-01-10 21:59:00,72.15,174.58,3.225,40.8
R-000314,MCH-0021,Line-B,2025-01-03 06:37:00,88.73,179.18,4.293,28.4
R-000315,MCH-0020,Line-D,2025-01-21 18:15:00,53.67,134.16,3.058,36.1
R-000316,MCH-0025,Line-D,2025-01-18 22:46:00,92.49,165.65,3.294,48.0
R-000317,MCH-0015,Line-C,2025-01-10 10:38:00,78.56,100.57,2.402,53.3
R-000318,MCH-0002,Line-B,2025-03-23 08:50:00,88.92,148.92,2.325,60.0
R-000319,MCH-0028,Line-C,2025-01-24 21:37:00,72.3,142.83,2.448,35.3
R-000320,MCH-0046,Line-C,2025-01-10 02:17:00,85.71,176.0,2.625,35.2
R-000321,MCH-0021,Line-B,2025-02-16 03:05:00,85.3,150.56,3.096,49.9
R-000322,MCH-0009,Line-D,2025-01-12 05:27:00,60.52,158.04,3.345,46.0
R-000323,MCH-0023,Line-A,2025-03-12 02:38:00,66.33,139.77,3.001,49.4
R-000324,MCH-0025,Line-D,2025-01-11 23:57:00,39.95,127.07,3.544,54.7
R-000325,MCH-0044,Line-A,2025-02-18 05:08:00,73.87,165.7,3.794,48.8
R-000326,MCH-0018,Line-C,2025-02-23 09:30:00,77.32,131.46,4.7,40.6
R-000327,MCH-0032,Line-B,2025-03-18 19:12:00,68.75,152.82,4.302,45.3
R-000328,MCH-0040,Line-D,2025-02-18 10:28:00,63.8,181.68,4.874,28.3
R-000329,MCH-0009,Line-D,2025-02-08 10:38:00,82.6,145.64,2.689,64.0
R-000330,MCH-0021,Line-B,2025-02-07 23:44:00,53.89,111.14,3.642,38.0
R-000331,MCH-0018,Line-C,2025-02-20 11:07:00,82.29,144.47,4.004,44.9
R-000332,MCH-0050,Line-A,2025-03-12 00:46:00,56.71,157.5,2.885,47.5
R-000333,MCH-0045,Line-B,2025-01-09 13:43:00,58.0,150.12,3.559,56.7
R-000334,MCH-0046,Line-C,2025-02-24 12:04:00,59.62,158.49,2.64,40.1
R-000335,MCH-0045,Line-B,2025-02-23 17:02:00,77.87,131.73,4.286,38.9
R-000336,MCH-0041,Line-D,2025-01-11 03:49:00,75.2,179.56,4.053,54.5
R-000337,MCH-0037,Line-A,2025-03-24 21:41:00,58.8,169.72,4.329,43.2
R-000338,MCH-0001,Line-A,2025-01-13 08:14:00,60.52,148.38,2.584,39.9
R-000339,MCH-0029,Line-A,2025-02-17 12:29:00,77.24,123.61,2.764,45.0
R-000340,MCH-0002,Line-B,2025-03-03 03:18:00,48.52,175.74,4.918,57.7
R-000341,MCH-0010,Line-B,2025-02-14 09:21:00,67.15,153.77,2.595,46.0
R-000342,MCH-0029,Line-A,2025-03-31 14:20:00,78.31,152.48,3.458,43.3
R-000343,MCH-0022,Line-B,2025-03-24 03:43:00,83.56,106.15,3.442,35.4
R-000344,MCH-0036,Line-B,2025-01-21 10:35:00,63.04,159.94,3.833,34.2
R-000345,MCH-0012,Line-A,2025-03-23 21:27:00,59.45,169.95,4.149,39.1
R-000346,MCH-0028,Line-C,2025-02-19 00:45:00,77.13,165.76,3.091,31.3
R-000347,MCH-0037,Line-A,2025-01-14 17:11:00,69.71,159.9,4.4,52.8
R-000348,MCH-0032,Line-B,2025-03-09 20:20:00,61.47,134.27,2.868,41.2
R-000349,MCH-0030,Line-C,2025-03-21 05:52:00,65.05,118.14,4.432,39.8
R-000350,MCH-0044,Line-A,2025-01-18 10:07:00,75.43,159.95,3.191,48.2
R-000351,MCH-0025,Line-D,2025-02-23 19:08:00,63.78,140.5,2.51,45.8
R-000352,MCH-0042,Line-A,2025-01-23 17:10:00,68.42,150.72,3.154,53.0
R-000353,MCH-0004,Line-A,2025-02-15 00:31:00,89.42,177.8,4.425,42.9
R-000354,MCH-0032,Line-B,2025-02-22 21:31:00,55.18,169.36,3.168,45.2
R-000355,MCH-0002,Line-B,2025-01-29 09:02:00,72.68,174.54,3.935,52.7
R-000356,MCH-0048,Line-B,2025-03-05 17:32:00,79.48,156.43,3.734,30.3
R-000357,MCH-0024,Line-B,2025-03-11 01:48:00,72.08,125.33,3.871,44.8
R-000358,MCH-0042,Line-A,2025-02-01 09:55:00,88.12,149.91,2.644,57.0
R-000359,MCH-0029,Line-A,2025-01-16 07:13:00,80.95,125.28,2.755,55.2
R-000360,MCH-0041,Line-D,2025-02-24 05:39:00,80.23,160.44,3.575,47.7
R-000361,MCH-0023,Line-A,2025-03-10 08:38:00,64.7,145.73,3.312,38.7
R-000362,MCH-0018,Line-C,2025-03-07 21:52:00,100.44,178.9,3.899,27.5
R-000363,MCH-0018,Line-C,2025-03-25 04:44:00,81.06,138.7,3.139,30.4
R-000364,MCH-0049,Line-B,2025-03-28 12:31:00,85.64,172.05,2.961,39.4
R-000365,MCH-0005,Line-B,2025-03-23 02:25:00,65.36,148.42,4.207,42.0
R-000366,MCH-0032,Line-B,2025-02-11 18:00:00,90.81,121.56,5.285,56.8
R-000367,MCH-0041,Line-D,2025-03-27 22:22:00,87.58,121.18,1.819,57.6
R-000368,MCH-0014,Line-A,2025-03-05 08:20:00,80.15,134.0,2.588,40.1
R-000369,MCH-0032,Line-B,2025-02-13 21:48:00,80.24,152.74,3.688,36.3
R-000370,MCH-0008,Line-C,2025-01-21 14:29:00,105.22,150.21,3.861,56.7
R-000371,MCH-0009,Line-D,2025-03-25 09:10:00,92.29,120.97,4.13,49.2
R-000372,MCH-0006,Line-A,2025-02-17 21:57:00,72.68,144.75,2.593,35.9
R-000373,MCH-0049,Line-B,2025-01-30 13:41:00,79.51,154.85,3.573,48.1
R-000374,MCH-0038,Line-B,2025-01-29 16:43:00,73.56,150.86,3.275,48.4
R-000375,MCH-0028,Line-C,2025-03-30 04:30:00,85.65,158.46,3.455,41.3
R-000376,MCH-0021,Line-B,2025-02-17 09:08:00,58.72,174.63,4.308,36.9
R-000377,MCH-0044,Line-A,2025-01-19 02:33:00,59.81,139.37,3.882,51.4
R-000378,MCH-0014,Line-A,2025-03-22 23:09:00,89.55,136.65,2.976,47.0
R-000379,MCH-0007,Line-D,2025-01-18 03:37:00,73.6,131.53,2.221,51.1
R-000380,MCH-0016,Line-C,2025-02-05 20:05:00,75.19,177.11,3.382,38.6
R-000381,MCH-0045,Line-B,2025-01-04 21:56:00,70.38,172.89,2.174,44.2
R-000382,MCH-0019,Line-A,2025-03-24 01:50:00,98.92,120.23,3.109,45.1
R-000383,MCH-0032,Line-B,2025-03-23 19:04:00,42.43,140.25,5.359,43.5
R-000384,MCH-0009,Line-D,2025-02-19 18:26:00,62.94,172.69,3.659,25.2
R-000385,MCH-0050,Line-A,2025-01-10 00:37:00,83.53,156.42,3.774,45.7
R-000386,MCH-0026,Line-B,2025-03-06 09:40:00,70.23,116.79,2.78,48.7
R-000387,MCH-0041,Line-D,2025-03-10 17:39:00,77.88,156.84,5.085,53.6
R-000388,MCH-0010,Line-B,2025-03-10 10:25:00,57.56,132.46,2.824,35.7
R-000389,MCH-0020,Line-D,2025-03-31 13:46:00,83.48,145.74,3.563,63.2
R-000390,MCH-0008,Line-C,2025-02-28 19:38:00,91.72,160.04,3.228,40.8
R-000391,MCH-0001,Line-A,2025-01-18 22:00:00,90.29,192.39,2.116,43.0
R-000392,MCH-0047,Line-A,2025-02-03 05:23:00,89.61,174.95,3.304,61.6
R-000393,MCH-0050,Line-A,2025-01-04 10:51:00,61.8,160.47,3.323,66.7
R-000394,MCH-0041,Line-D,2025-01-10 15:29:00,70.96,149.54,3.807,41.3
R-000395,MCH-0011,Line-A,2025-02-02 03:57:00,57.81,135.65,3.629,54.5
R-000396,MCH-0003,Line-A,2025-01-02 07:02:00,63.39,153.47,4.587,60.0
R-000397,MCH-0003,Line-A,2025-03-12 22:47:00,70.22,138.17,3.519,62.8
R-000398,MCH-0021,Line-B,2025-02-04 02:36:00,65.12,166.93,3.91,42.1
R-000399,MCH-0034,Line-C,2025-01-06 12:04:00,92.23,122.0,3.602,38.2
R-000400,MCH-0006,Line-A,2025-03-12 14:00:00,68.23,162.18,3.782,32.2
R-000401,MCH-0016,Line-C,2025-03-01 11:37:00,116.31,137.7,3.71,32.2
R-000402,MCH-0035,Line-D,2025-02-01 04:00:00,77.41,148.19,2.401,42.1
R-000403,MCH-0045,Line-B,2025-01-02 10:00:00,75.65,130.6,3.449,38.2
R-000404,MCH-0014,Line-A,2025-03-09 07:26:00,70.79,150.35,4.761,44.8
R-000405,MCH-0006,Line-A,2025-01-06 07:57:00,82.0,132.96,4.202,39.6
R-000406,MCH-0048,Line-B,2025-01-11 18:06:00,57.92,149.03,2.656,51.6
R-000407,MCH-0004,Line-A,2025-02-25 21:08:00,75.77,165.5,2.929,58.2
R-000408,MCH-0045,Line-B,2025-02-11 10:28:00,74.35,157.81,3.908,58.3
R-000409,MCH-0038,Line-B,2025-01-14 04:06:00,81.89,169.24,2.675,50.5
R-000410,MCH-0050,Line-A,2025-01-27 14:19:00,52.14,158.93,4.724,52.8
R-000411,MCH-0020,Line-D,2025-03-31 19:02:00,80.16,188.47,4.252,55.1
R-000412,MCH-0023,Line-A,2025-02-20 16:03:00,70.89,136.07,3.701,44.9
R-000413,MCH-0026,Line-B,2025-02-27 17:47:00,69.91,147.24,4.64,53.5
R-000414,MCH-0008,Line-C,2025-01-02 01:53:00,76.64,136.09,3.759,52.7
R-000415,MCH-0044,Line-A,2025-03-22 20:05:00,66.93,142.35,3.565,43.4
R-000416,MCH-0005,Line-B,2025-01-26 20:28:00,76.92,141.82,4.335,33.1
R-000417,MCH-0008,Line-C,2025-01-06 14:03:00,82.72,172.73,3.849,37.8
R-000418,MCH-0002,Line-B,2025-02-18 21:27:00,78.89,162.3,3.749,51.0
R-000419,MCH-0010,Line-B,2025-01-05 19:39:00,62.15,130.64,1.844,45.1
R-000420,MCH-0031,Line-D,2025-01-08 02:17:00,65.72,163.98,2.608,33.8
R-000421,MCH-0016,Line-C,2025-03-22 17:50:00,86.69,152.4,3.291,36.1
R-000422,MCH-0032,Line-B,2025-02-14 18:32:00,70.86,164.3,4.564,46.8
R-000423,MCH-0002,Line-B,2025-02-05 01:51:00,89.71,148.69,3.835,13.5
R-000424,MCH-0011,Line-A,2025-01-13 07:42:00,75.82,174.67,3.835,32.4
R-000425,MCH-0049,Line-B,2025-01-29 18:54:00,86.83,147.84,5.77,35.2
R-000426,MCH-0012,Line-A,2025-01-23 07:37:00,66.86,179.8,2.824,53.3
R-000427,MCH-0046,Line-C,2025-03-31 11:36:00,60.77,139.99,4.4,67.0
R-000428,MCH-0032,Line-B,2025-03-11 09:11:00,69.79,150.52,3.561,50.6
R-000429,MCH-0034,Line-C,2025-03-03 00:21:00,82.0,143.38,4.367,54.3
R-000430,MCH-0021,Line-B,2025-01-08 00:09:00,52.08,126.89,3.736,29.7
R-000431,MCH-0024,Line-B,2025-01-10 11:45:00,86.25,142.84,4.046,49.0
R-000432,MCH-0009,Line-D,2025-01-21 23:27:00,82.93,100.87,3.207,41.0
R-000433,MCH-0036,Line-B,2025-03-30 19:50:00,63.95,173.18,3.807,37.8
R-000434,MCH-0047,Line-A,2025-03-30 09:08:00,75.32,151.08,3.19,35.0
R-000435,MCH-0050,Line-A,2025-03-14 01:11:00,53.37,122.97,4.054,43.9
R-000436,MCH-0037,Line-A,2025-01-14 15:09:00,72.64,157.03,3.099,50.8
R-000437,MCH-0041,Line-D,2025-01-12 22:42:00,58.93,117.99,2.907,47.1
R-000438,MCH-0016,Line-C,2025-03-30 02:22:00,74.76,159.56,4.29,45.1
R-000439,MCH-0047,Line-A,2025-02-23 05:56:00,53.73,171.26,3.039,51.2
R-000440,MCH-0031,Line-D,2025-03-15 20:48:00,72.25,139.0,4.884,51.9
R-000441,MCH-0019,Line-A,2025-01-03 10:16:00,79.5,147.65,3.874,51.8
R-000442,MCH-0047,Line-A,2025-01-10 17:57:00,85.79,147.5,5.185,43.4
R-000443,MCH-0046,Line-C,2025-01-04 13:41:00,87.83,186.15,3.704,48.1
R-000444,MCH-0014,Line-A,2025-01-25 13:44:00,49.21,134.8,2.361,42.1
R-000445,MCH-0020,Line-D,2025-01-31 03:03:00,63.15,165.75,3.233,45.2
R-000446,MCH-0001,Line-A,2025-02-24 02:18:00,82.53,124.95,3.141,45.4
R-000447,MCH-0014,Line-A,2025-01-22 20:18:00,88.45,146.75,4.549,54.3
R-000448,MCH-0031,Line-D,2025-03-04 21:16:00,87.64,163.58,4.163,60.3
R-000449,MCH-0024,Line-B,2025-01-24 14:02:00,73.88,172.29,3.594,51.3
R-000450,MCH-0004,Line-A,2025-01-20 22:42:00,89.63,166.96,3.796,37.3
R-000451,MCH-0049,Line-B,2025-03-17 07:35:00,86.01,157.4,1.444,42.1
R-000452,MCH-0044,Line-A,2025-03-02 18:56:00,75.91,166.78,2.261,54.6
R-000453,MCH-0003,Line-A,2025-03-06 18:57:00,59.46,147.25,3.949,44.5
R-000454,MCH-0049,Line-B,2025-02-27 05:10:00,96.48,143.67,4.089,51.0
R-000455,MCH-0044,Line-A,2025-02-25 06:52:00,59.14,122.82,3.413,62.6
R-000456,MCH-0005,Line-B,2025-01-12 12:35:00,66.48,160.68,3.355,53.7
R-000457,MCH-0001,Line-A,2025-03-31 19:37:00,62.61,147.05,3.111,47.3
R-000458,MCH-0038,Line-B,2025-03-16 03:59:00,91.44,171.43,3.858,29.3
R-000459,MCH-0023,Line-A,2025-02-22 08:24:00,66.2,128.47,3.015,45.8
R-000460,MCH-0026,Line-B,2025-01-19 19:38:00,69.88,131.61,2.196,55.0
R-000461,MCH-0045,Line-B,2025-01-31 01:47:00,65.62,152.45,2.995,50.2
R-000462,MCH-0020,Line-D,2025-02-09 08:53:00,56.5,151.62,4.815,54.3
R-000463,MCH-0009,Line-D,2025-02-08 23:28:00,76.59,132.61,3.355,34.2
R-000464,MCH-0006,Line-A,2025-01-25 14:13:00,85.5,139.42,2.54,45.9
R-000465,MCH-0024,Line-B,2025-01-08 16:50:00,80.61,164.52,3.068,44.8
R-000466,MCH-0034,Line-C,2025-03-14 00:11:00,82.99,185.41,3.815,39.8
R-000467,MCH-0030,Line-C,2025-01-07 11:45:00,78.62,168.2,2.716,46.8
R-000468,MCH-0008,Line-C,2025-03-29 00:15:00,63.79,169.29,4.211,59.5
R-000469,MCH-0038,Line-B,2025-03-12 11:22:00,88.16,186.31,3.492,32.8
R-000470,MCH-0019,Line-A,2025-01-04 12:03:00,83.14,172.26,5.04,41.5
R-000471,MCH-0042,Line-A,2025-01-29 21:13:00,73.53,170.38,4.882,46.8
R-000472,MCH-0050,Line-A,2025-03-29 00:30:00,89.72,134.76,3.416,44.4
R-000473,MCH-0017,Line-A,2025-03-19 09:45:00,91.85,144.1,2.81,48.6
R-000474,MCH-0023,Line-A,2025-02-28 08:13:00,57.35,156.25,3.862,37.8
R-000475,MCH-0007,Line-D,2025-01-01 16:42:00,97.44,142.01,2.505,41.0
R-000476,MCH-0019,Line-A,2025-02-08 21:06:00,64.21,152.07,3.382,52.0
R-000477,MCH-0018,Line-C,2025-02-03 20:45:00,91.64,141.41,3.865,53.9
R-000478,MCH-0016,Line-C,2025-01-08 19:25:00,65.33,124.43,3.29,33.5
R-000479,MCH-0019,Line-A,2025-02-03 13:25:00,72.54,153.46,3.229,34.9
R-000480,MCH-0013,Line-C,2025-02-13 23:45:00,77.56,174.37,3.879,28.0
R-000481,MCH-0043,Line-C,2025-02-15 16:19:00,87.98,118.35,3.861,41.5
R-000482,MCH-0007,Line-D,2025-03-02 04:47:00,73.81,186.3,3.541,39.9
R-000483,MCH-0044,Line-A,2025-02-12 20:05:00,76.48,164.0,4.077,39.0
R-000484,MCH-0022,Line-B,2025-02-17 08:37:00,68.6,187.56,1.922,48.0
R-000485,MCH-0038,Line-B,2025-03-16 19:04:00,67.23,152.28,4.382,53.3
R-000486,MCH-0034,Line-C,2025-02-08 13:03:00,79.72,141.71,4.232,44.6
R-000487,MCH-0037,Line-A,2025-02-28 04:20:00,79.91,140.4,4.129,48.5
R-000488,MCH-0012,Line-A,2025-02-10 20:03:00,84.59,150.47,3.534,40.2
R-000489,MCH-0049,Line-B,2025-01-21 15:50:00,75.44,141.44,2.647,37.5
R-000490,MCH-0026,Line-B,2025-02-24 15:24:00,89.82,150.72,3.263,25.6
R-000491,MCH-0021,Line-B,2025-03-09 06:01:00,67.52,124.85,3.509,57.3
R-000492,MCH-0023,Line-A,2025-02-09 04:06:00,63.1,167.81,4.243,57.9
R-000493,MCH-0020,Line-D,2025-02-07 14:46:00,60.49,146.9,2.385,49.9
R-000494,MCH-0009,Line-D,2025-02-13 15:22:00,75.01,137.99,4.719,36.9
R-000495,MCH-0002,Line-B,2025-01-30 07:46:00,83.23,148.69,4.439,46.3
R-000496,MCH-0008,Line-C,2025-02-16 22:41:00,78.04,131.28,2.626,34.4
R-000497,MCH-0040,Line-D,2025-01-07 19:03:00,65.82,125.22,4.715,46.5
R-000498,MCH-0027,Line-A,2025-02-26 12:07:00,61.99,143.36,4.205,55.1
R-000499,MCH-0041,Line-D,2025-01-02 09:26:00,65.68,124.95,3.363,55.8
R-000500,MCH-0009,Line-D,2025-02-23 03:32:00,73.83,140.18,3.786,47.5
R-000501,MCH-0013,Line-C,2025-03-19 06:49:00,73.81,174.26,3.873,56.9
R-000502,MCH-0019,Line-A,2025-01-21 01:35:00,66.81,150.31,4.154,42.1
R-000503,MCH-0001,Line-A,2025-01-02 21:05:00,94.0,129.02,3.279,41.0
R-000504,MCH-0006,Line-A,2025-03-07 02:46:00,70.7,107.22,2.955,38.0
R-000505,MCH-0019,Line-A,2025-02-03 14:03:00,81.02,157.27,4.143,46.6
R-000506,MCH-0044,Line-A,2025-02-10 13:47:00,92.48,175.99,3.586,44.3
R-000507,MCH-0009,Line-D,2025-03-26 20:10:00,62.93,187.34,4.107,43.2
R-000508,MCH-0047,Line-A,2025-01-12 11:52:00,71.75,158.21,2.784,50.2
R-000509,MCH-0025,Line-D,2025-03-30 15:51:00,52.95,169.68,3.713,48.7
R-000510,MCH-0047,Line-A,2025-01-08 05:06:00,61.14,163.46,3.889,33.6
R-000511,MCH-0012,Line-A,2025-03-20 12:49:00,73.17,153.75,2.889,31.0
R-000512,MCH-0009,Line-D,2025-03-03 15:07:00,84.84,136.01,4.576,49.5
R-000513,MCH-0001,Line-A,2025-03-28 16:49:00,74.23,117.94,3.825,64.7
R-000514,MCH-0022,Line-B,2025-03-08 16:44:00,73.36,141.48,3.181,39.9
R-000515,MCH-0023,Line-A,2025-03-26 21:41:00,57.81,175.3,1.283,36.5
R-000516,MCH-0004,Line-A,2025-01-02 20:59:00,87.88,182.42,4.464,32.1
R-000517,MCH-0005,Line-B,2025-03-04 10:15:00,70.28,164.11,2.489,44.6
R-000518,MCH-0025,Line-D,2025-02-21 07:05:00,54.14,159.14,2.006,50.1
R-000519,MCH-0029,Line-A,2025-02-10 03:31:00,74.93,146.21,3.322,46.2
R-000520,MCH-0036,Line-B,2025-01-01 02:50:00,61.78,133.08,3.179,54.0
R-000521,MCH-0014,Line-A,2025-03-25 21:29:00,85.85,144.17,4.035,46.9
R-000522,MCH-0030,Line-C,2025-02-12 17:49:00,65.08,134.53,2.801,34.4
R-000523,MCH-0008,Line-C,2025-01-13 21:14:00,86.24,150.26,2.542,34.3
R-000524,MCH-0036,Line-B,2025-03-08 11:44:00,95.08,176.41,2.016,45.7
R-000525,MCH-0048,Line-B,2025-02-22 03:16:00,69.07,141.73,4.224,41.6
R-000526,MCH-0030,Line-C,2025-01-25 22:21:00,84.68,162.96,4.866,38.2
R-000527,MCH-0038,Line-B,2025-01-16 14:29:00,58.67,108.03,4.123,52.0
R-000528,MCH-0034,Line-C,2025-01-07 17:59:00,60.48,160.87,4.74,38.6
R-000529,MCH-0012,Line-A,2025-03-30 18:11:00,74.23,139.59,2.676,52.0
R-000530,MCH-0021,Line-B,2025-03-06 12:26:00,101.48,144.28,3.55,38.6
R-000531,MCH-0022,Line-B,2025-02-07 14:51:00,83.28,165.34,3.089,32.4
R-000532,MCH-0020,Line-D,2025-03-31 17:55:00,67.34,180.08,2.971,43.1
R-000533,MCH-0014,Line-A,2025-03-21 22:18:00,64.51,108.44,4.347,54.3
R-000534,MCH-0012,Line-A,2025-03-06 17:44:00,62.68,126.14,3.57,34.7
R-000535,MCH-0038,Line-B,2025-03-15 21:45:00,57.7,166.45,3.857,39.5
R-000536,MCH-0028,Line-C,2025-01-02 16:06:00,81.64,151.77,3.243,40.3
R-000537,MCH-0049,Line-B,2025-01-21 09:43:00,74.92,188.25,3.256,38.8
R-000538,MCH-0049,Line-B,2025-03-11 01:22:00,77.18,141.44,4.386,35.3
R-000539,MCH-0015,Line-C,2025-03-24 17:24:00,76.64,184.92,3.699,38.7
R-000540,MCH-0043,Line-C,2025-01-07 12:24:00,56.7,167.64,2.676,25.9
R-000541,MCH-0004,Line-A,2025-01-02 23:16:00,82.03,188.57,4.054,38.3
R-000542,MCH-0015,Line-C,2025-03-23 22:45:00,62.93,123.15,2.458,41.9
R-000543,MCH-0050,Line-A,2025-01-25 09:28:00,83.01,177.21,3.691,49.6
R-000544,MCH-0033,Line-B,2025-01-16 12:02:00,61.21,161.08,4.225,52.7
R-000545,MCH-0017,Line-A,2025-01-01 10:29:00,73.26,138.77,3.902,50.8
R-000546,MCH-0004,Line-A,2025-03-22 19:53:00,67.67,130.24,2.824,41.7
R-000547,MCH-0046,Line-C,2025-02-10 16:14:00,89.02,143.53,3.606,40.4
R-000548,MCH-0035,Line-D,2025-03-10 12:05:00,60.45,183.64,3.128,38.9
R-000549,MCH-0019,Line-A,2025-01-28 19:33:00,59.79,154.04,3.516,33.4
R-000550,MCH-0008,Line-C,2025-03-27 11:28:00,76.04,178.62,4.022,42.1
R-000551,MCH-0003,Line-A,2025-03-29 10:24:00,99.96,125.72,2.748,51.6
R-000552,MCH-0019,Line-A,2025-01-04 16:52:00,76.85,126.16,2.577,44.5
R-000553,MCH-0019,Line-A,2025-03-25 06:20:00,45.91,145.76,4.493,62.4
R-000554,MCH-0035,Line-D,2025-03-10 00:40:00,91.39,161.91,3.736,29.2
R-000555,MCH-0028,Line-C,2025-01-14 06:34:00,86.7,113.85,3.454,36.5
R-000556,MCH-0005,Line-B,2025-03-29 04:01:00,64.58,154.55,3.728,46.4
R-000557,MCH-0017,Line-A,2025-03-13 02:36:00,86.48,110.39,2.767,49.8
R-000558,MCH-0026,Line-B,2025-02-25 10:01:00,70.37,156.42,4.776,45.5
R-000559,MCH-0005,Line-B,2025-03-16 01:44:00,81.54,134.65,2.838,44.9
R-000560,MCH-0044,Line-A,2025-02-08 19:05:00,69.6,194.83,2.407,55.1
R-000561,MCH-0002,Line-B,2025-03-02 05:34:00,78.74,182.55,3.951,30.1
R-000562,MCH-0019,Line-A,2025-03-23 04:19:00,63.27,110.22,3.861,32.6
R-000563,MCH-0024,Line-B,2025-01-02 17:55:00,69.21,146.52,4.578,45.3
R-000564,MCH-0035,Line-D,2025-03-12 02:19:00,79.9,181.86,3.417,39.5
R-000565,MCH-0042,Line-A,2025-03-07 04:10:00,81.7,175.36,3.493,48.9
R-000566,MCH-0043,Line-C,2025-03-14 01:54:00,75.24,89.25,2.403,41.5
R-000567,MCH-0005,Line-B,2025-02-07 21:04:00,74.97,163.26,1.779,35.5
R-000568,MCH-0023,Line-A,2025-01-17 21:41:00,75.95,166.31,3.975,47.2
R-000569,MCH-0032,Line-B,2025-02-27 10:39:00,65.06,124.09,4.096,53.5
R-000570,MCH-0021,Line-B,2025-02-24 05:00:00,66.85,182.37,3.231,33.9
R-000571,MCH-0018,Line-C,2025-02-16 04:43:00,72.37,109.22,2.766,46.7
R-000572,MCH-0020,Line-D,2025-03-04 17:06:00,82.37,174.4,4.363,31.7
R-000573,MCH-0009,Line-D,2025-03-10 06:16:00,73.26,122.08,3.261,28.3
R-000574,MCH-0033,Line-B,2025-03-22 00:52:00,64.35,139.97,2.03,35.7
R-000575,MCH-0036,Line-B,2025-02-03 17:57:00,88.56,149.82,3.62,37.5
R-000576,MCH-0015,Line-C,2025-03-17 23:54:00,71.58,171.62,2.697,44.5
R-000577,MCH-0033,Line-B,2025-01-02 21:15:00,87.56,120.4,3.137,41.8
R-000578,MCH-0033,Line-B,2025-01-18 14:10:00,87.6,194.0,2.37,27.3
R-000579,MCH-0048,Line-B,2025-03-03 11:02:00,77.7,172.69,4.209,48.0
R-000580,MCH-0003,Line-A,2025-03-27 06:33:00,84.51,139.63,2.635,46.7
R-000581,MCH-0003,Line-A,2025-01-06 20:20:00,100.14,181.76,3.073,40.2
R-000582,MCH-0048,Line-B,2025-02-03 18:34:00,64.45,141.7,2.731,52.4
R-000583,MCH-0005,Line-B,2025-03-08 08:24:00,83.4,147.57,2.276,53.2
R-000584,MCH-0023,Line-A,2025-03-04 15:56:00,63.76,135.62,3.809,48.7
R-000585,MCH-0005,Line-B,2025-03-07 20:17:00,76.85,162.49,2.676,54.7
R-000586,MCH-0008,Line-C,2025-03-26 07:26:00,82.18,120.41,2.593,46.1
R-000587,MCH-0014,Line-A,2025-03-17 05:41:00,76.28,146.31,4.506,47.8
R-000588,MCH-0011,Line-A,2025-01-18 20:32:00,90.17,156.35,4.081,47.1
R-000589,MCH-0012,Line-A,2025-03-08 12:38:00,91.78,144.53,4.433,36.1
R-000590,MCH-0019,Line-A,2025-01-11 06:28:00,64.37,135.99,2.941,45.6
R-000591,MCH-0027,Line-A,2025-03-18 04:50:00,57.2,133.05,2.816,38.3
R-000592,MCH-0011,Line-A,2025-03-29 10:59:00,59.64,157.7,3.6,52.8
R-000593,MCH-0007,Line-D,2025-01-03 06:33:00,84.03,131.7,3.101,47.2
R-000594,MCH-0007,Line-D,2025-01-23 15:57:00,72.46,146.27,3.7,35.7
R-000595,MCH-0008,Line-C,2025-01-12 15:42:00,86.15,169.87,4.298,29.9
R-000596,MCH-0050,Line-A,2025-03-28 20:27:00,63.57,147.34,4.446,47.6
R-000597,MCH-0015,Line-C,2025-03-03 12:22:00,58.27,132.54,3.59,32.7
R-000598,MCH-0007,Line-D,2025-02-24 04:16:00,66.36,152.08,3.913,39.9
R-000599,MCH-0035,Line-D,2025-02-22 08:12:00,94.79,151.13,4.472,45.4
R-000600,MCH-0034,Line-C,2025-01-01 12:41:00,80.99,184.72,3.181,47.1
R-000601,MCH-0028,Line-C,2025-03-25 18:16:00,73.94,174.73,2.489,40.6
R-000602,MCH-0044,Line-A,2025-02-20 06:26:00,60.49,141.79,3.943,54.2
R-000603,MCH-0031,Line-D,2025-02-02 09:36:00,64.52,175.94,3.36,29.3
R-000604,MCH-0043,Line-C,2025-01-16 23:14:00,57.43,160.21,3.793,49.7
R-000605,MCH-0026,Line-B,2025-02-13 17:39:00,68.86,120.39,4.6,62.5
