reading_id,timestamp,plant_id,plant_type,generation_mw,capacity_mw,capacity_factor,weather
RG-000297,2025-03-18T07:00:00Z,SOLAR-02,solar,13.53,37.3,0.363,windy
RG-000298,2025-03-26T09:30:00Z,WIND-01,wind,12.87,39.8,0.323,clear
RG-000299,2025-03-12T12:30:00Z,SOLAR-08,solar,38.88,46.8,0.831,stormy
RG-000300,2025-03-15T18:45:00Z,WIND-06,wind,17.78,76.8,0.232,clear
RG-000301,2025-04-12T18:15:00Z,WIND-03,wind,16.54,40.8,0.405,rainy
RG-000302,2025-03-13T01:45:00Z,WIND-03,wind,6.1,40.8,0.15,rainy
RG-000303,2025-04-14T16:00:00Z,SOLAR-08,solar,17.09,46.8,0.365,stormy
RG-000304,2025-04-10T05:00:00Z,WIND-01,wind,11.55,39.8,0.29,stormy
RG-000305,2025-03-17T23:30:00Z,SOLAR-05,solar,0,50.3,0.0,windy
RG-000306,2025-03-18T07:15:00Z,WIND-05,wind,34.55,102.7,0.336,clear
RG-000307,2025-03-25T21:45:00Z,WIND-01,wind,11.85,39.8,0.298,clear
RG-000308,2025-03-02T00:45:00Z,SOLAR-07,solar,0,33.3,0.0,overcast
RG-000309,2025-03-23T16:30:00Z,WIND-02,wind,47.97,112.7,0.426,cloudy
RG-000310,2025-04-19T03:15:00Z,HYDRO-02,hydro,104.53,151.9,0.688,cloudy
RG-000311,2025-03-18T23:15:00Z,HYDRO-03,hydro,82.26,169.9,0.484,clear
RG-000312,2025-03-24T16:45:00Z,WIND-03,wind,12.26,40.8,0.3,clear
RG-000313,2025-03-31T05:45:00Z,SOLAR-04,solar,2.49,76.6,0.033,rainy
RG-000314,2025-03-23T22:00:00Z,SOLAR-06,solar,0,59.6,0.0,stormy
RG-000315,2025-03-15T16:00:00Z,HYDRO-02,hydro,93.58,151.9,0.616,clear
RG-000316,2025-03-24T16:30:00Z,SOLAR-06,solar,24.88,59.6,0.417,clear
RG-000317,2025-04-28T09:45:00Z,SOLAR-02,solar,20.98,37.3,0.562,clear
RG-000318,2025-04-10T08:15:00Z,WIND-06,wind,12.97,76.8,0.169,rainy
RG-000319,2025-04-24T09:00:00Z,WIND-01,wind,6.92,39.8,0.174,rainy
RG-000320,2025-04-22T18:15:00Z,SOLAR-01,solar,5.09,69.3,0.073,cloudy
RG-000321,2025-04-20T16:00:00Z,WIND-06,wind,36.09,76.8,0.47,stormy
RG-000322,2025-04-29T21:30:00Z,SOLAR-02,solar,0,37.3,0.0,stormy
RG-000323,2025-03-11T14:00:00Z,SOLAR-07,solar,7.32,33.3,0.22,cloudy
RG-000324,2025-04-10T23:15:00Z,HYDRO-01,hydro,38.15,59.3,0.643,windy
RG-000325,2025-03-11T12:00:00Z,SOLAR-03,solar,41.01,48.7,0.842,windy
RG-000326,2025-04-28T07:30:00Z,SOLAR-06,solar,6.33,59.6,0.106,overcast
RG-000327,2025-04-19T07:45:00Z,WIND-03,wind,13.6,40.8,0.333,windy
RG-000328,2025-04-16T15:00:00Z,HYDRO-03,hydro,93.64,169.9,0.551,stormy
RG-000329,2025-03-27T22:30:00Z,WIND-04,wind,15.35,45.5,0.337,overcast
RG-000330,2025-03-28T00:15:00Z,SOLAR-05,solar,0,50.3,0.0,clear
RG-000331,2025-03-21T00:15:00Z,WIND-03,wind,30.22,40.8,0.741,stormy
RG-000332,2025-03-18T06:00:00Z,WIND-01,wind,33.58,39.8,0.844,windy
RG-000333,2025-04-17T19:45:00Z,SOLAR-07,solar,1.01,33.3,0.03,rainy
RG-000334,2025-04-24T20:45:00Z,SOLAR-02,solar,0,37.3,0.0,stormy
RG-000335,2025-03-31T15:30:00Z,SOLAR-06,solar,12.08,59.6,0.203,overcast
RG-000336,2025-04-21T16:30:00Z,WIND-05,wind,26.89,102.7,0.262,rainy
RG-000337,2025-03-24T20:00:00Z,WIND-02,wind,46.02,112.7,0.408,rainy
RG-000338,2025-03-09T12:15:00Z,WIND-05,wind,105.01,102.7,1.022,windy
RG-000339,2025-03-05T11:45:00Z,SOLAR-06,solar,15.5,59.6,0.26,overcast
RG-000340,2025-04-07T18:45:00Z,WIND-05,wind,47.4,102.7,0.462,cloudy
RG-000341,2025-03-26T21:45:00Z,HYDRO-03,hydro,127.84,169.9,0.752,windy
RG-000342,2025-04-08T05:00:00Z,SOLAR-08,solar,1.61,46.8,0.034,cloudy
RG-000343,2025-03-17T19:15:00Z,SOLAR-02,solar,1.5,37.3,0.04,overcast
RG-000344,2025-04-24T22:15:00Z,SOLAR-01,solar,0,69.3,0.0,rainy
RG-000345,2025-04-09T08:00:00Z,WIND-03,wind,35.91,40.8,0.88,stormy
RG-000346,2025-04-29T06:15:00Z,SOLAR-08,solar,9.84,46.8,0.21,windy
RG-000347,2025-03-30T01:30:00Z,WIND-05,wind,22.24,102.7,0.217,rainy
RG-000348,2025-04-06T23:45:00Z,SOLAR-05,solar,0,50.3,0.0,rainy
RG-000349,2025-03-15T21:00:00Z,SOLAR-08,solar,0,46.8,0.0,overcast
RG-000350,2025-03-22T11:30:00Z,WIND-05,wind,43.62,102.7,0.425,rainy
RG-000351,2025-04-10T17:00:00Z,SOLAR-02,solar,11.84,37.3,0.317,windy
RG-000352,2025-04-21T12:15:00Z,SOLAR-08,solar,12.05,46.8,0.257,rainy
RG-000353,2025-03-29T11:15:00Z,WIND-06,wind,41.97,76.8,0.546,windy
RG-000354,2025-04-05T03:15:00Z,SOLAR-02,solar,0,37.3,0.0,windy
RG-000355,2025-03-30T17:15:00Z,WIND-02,wind,46.96,112.7,0.417,clear
RG-000356,2025-04-03T06:15:00Z,SOLAR-06,solar,12.73,59.6,0.214,clear
RG-000357,2025-04-12T17:15:00Z,SOLAR-06,solar,21.13,59.6,0.355,clear
RG-000358,2025-03-12T05:00:00Z,WIND-02,wind,95.78,112.7,0.85,stormy
RG-000359,2025-03-06T06:15:00Z,SOLAR-06,solar,14.7,59.6,0.247,clear
RG-000360,2025-03-12T05:45:00Z,WIND-05,wind,23.76,102.7,0.231,overcast
RG-000361,2025-03-31T02:00:00Z,SOLAR-05,solar,0,50.3,0.0,windy
RG-000362,2025-04-25T07:00:00Z,SOLAR-07,solar,4.09,33.3,0.123,overcast
RG-000363,2025-03-09T10:45:00Z,SOLAR-02,solar,21.08,37.3,0.565,windy
RG-000364,2025-03-22T11:45:00Z,HYDRO-03,hydro,105.23,169.9,0.619,stormy
RG-000365,2025-04-26T05:45:00Z,WIND-04,wind,9.46,45.5,0.208,rainy
RG-000366,2025-03-25T06:15:00Z,HYDRO-02,hydro,98.18,151.9,0.646,windy
RG-000367,2025-04-27T06:30:00Z,SOLAR-05,solar,9.37,50.3,0.186,stormy
RG-000368,2025-04-02T08:15:00Z,SOLAR-07,solar,15.64,33.3,0.47,stormy
RG-000369,2025-03-10T23:15:00Z,SOLAR-01,solar,0,69.3,0.0,windy
RG-000370,2025-03-22T16:00:00Z,WIND-04,wind,25.31,45.5,0.556,windy
RG-000371,2025-03-26T23:45:00Z,WIND-03,wind,6.36,40.8,0.156,clear
RG-000372,2025-04-16T14:00:00Z,WIND-01,wind,36.34,39.8,0.913,stormy
RG-000373,2025-04-20T03:00:00Z,SOLAR-03,solar,0,48.7,0.0,clear
RG-000374,2025-03-19T19:00:00Z,SOLAR-02,solar,1.22,37.3,0.033,rainy
RG-000375,2025-03-13T16:45:00Z,SOLAR-07,solar,4.03,33.3,0.121,overcast
RG-000376,2025-03-23T06:30:00Z,WIND-02,wind,16.57,112.7,0.147,rainy
RG-000377,2025-04-17T18:00:00Z,HYDRO-01,hydro,30.31,59.3,0.511,rainy
RG-000378,2025-04-05T14:15:00Z,HYDRO-01,hydro,41.28,59.3,0.696,clear
RG-000379,2025-04-06T07:45:00Z,SOLAR-08,solar,13.56,46.8,0.29,stormy
RG-000380,2025-04-24T04:15:00Z,SOLAR-08,solar,0,46.8,0.0,windy
RG-000381,2025-04-03T08:00:00Z,SOLAR-06,solar,28.57,59.6,0.479,stormy
RG-000382,2025-03-19T01:45:00Z,SOLAR-03,solar,0,48.7,0.0,clear
RG-000383,2025-04-08T02:15:00Z,SOLAR-06,solar,0,59.6,0.0,overcast
RG-000384,2025-03-08T00:15:00Z,SOLAR-07,solar,0,33.3,0.0,rainy
RG-000385,2025-03-18T03:45:00Z,SOLAR-04,solar,0,76.6,0.0,stormy
RG-000386,2025-03-26T18:30:00Z,WIND-04,wind,25.45,45.5,0.559,rainy
RG-000387,2025-04-12T12:45:00Z,WIND-05,wind,12.52,102.7,0.122,overcast
RG-000388,2025-04-19T13:15:00Z,SOLAR-06,solar,13.85,59.6,0.232,cloudy
RG-000389,2025-04-22T06:45:00Z,WIND-01,wind,17.36,39.8,0.436,rainy
RG-000390,2025-04-10T00:00:00Z,WIND-03,wind,6.24,40.8,0.153,cloudy
RG-000391,2025-03-17T13:15:00Z,SOLAR-04,solar,18.5,76.6,0.242,overcast
RG-000392,2025-03-17T09:45:00Z,WIND-05,wind,40.44,102.7,0.394,rainy
RG-000393,2025-04-05T22:00:00Z,WIND-03,wind,18.21,40.8,0.446,overcast
RG-000394,2025-03-04T05:15:00Z,SOLAR-04,solar,9.39,76.6,0.123,windy
RG-000395,2025-03-03T09:15:00Z,WIND-01,wind,6.56,39.8,0.165,cloudy
RG-000396,2025-04-28T18:45:00Z,WIND-04,wind,16.98,45.5,0.373,cloudy
RG-000397,2025-03-01T13:00:00Z,SOLAR-01,solar,53.02,69.3,0.765,stormy
RG-000398,2025-03-28T12:30:00Z,SOLAR-08,solar,12.38,46.8,0.265,cloudy
RG-000399,2025-03-02T13:45:00Z,WIND-05,wind,44.88,102.7,0.437,overcast
RG-000400,2025-04-13T02:15:00Z,WIND-03,wind,20.61,40.8,0.505,rainy
RG-000401,2025-03-28T03:30:00Z,HYDRO-02,hydro,101.66,151.9,0.669,rainy
RG-000402,2025-04-05T14:15:00Z,WIND-05,wind,45.96,102.7,0.448,cloudy
RG-000403,2025-04-06T05:45:00Z,WIND-01,wind,19.81,39.8,0.498,stormy
RG-000404,2025-03-15T21:00:00Z,SOLAR-07,solar,0,33.3,0.0,clear
RG-000405,2025-03-14T08:00:00Z,SOLAR-04,solar,9.34,76.6,0.122,overcast
RG-000406,2025-03-27T03:30:00Z,SOLAR-08,solar,0,46.8,0.0,clear
RG-000407,2025-03-21T13:30:00Z,HYDRO-02,hydro,91.0,151.9,0.599,windy
RG-000408,2025-04-06T03:30:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-000409,2025-04-27T19:15:00Z,SOLAR-06,solar,2.33,59.6,0.039,cloudy
RG-000410,2025-03-01T20:30:00Z,SOLAR-08,solar,0,46.8,0.0,clear
RG-000411,2025-04-25T12:30:00Z,WIND-01,wind,17.64,39.8,0.443,rainy
RG-000412,2025-04-24T19:30:00Z,HYDRO-01,hydro,25.87,59.3,0.436,rainy
RG-000413,2025-03-30T13:00:00Z,WIND-03,wind,20.09,40.8,0.492,stormy
RG-000414,2025-04-14T12:30:00Z,HYDRO-02,hydro,117.18,151.9,0.771,stormy
RG-000415,2025-04-27T11:00:00Z,SOLAR-07,solar,7.85,33.3,0.236,overcast
RG-000416,2025-04-21T18:15:00Z,HYDRO-03,hydro,92.02,169.9,0.542,clear
RG-000417,2025-04-12T08:15:00Z,SOLAR-03,solar,23.89,48.7,0.491,clear
RG-000418,2025-04-23T03:30:00Z,HYDRO-01,hydro,37.58,59.3,0.634,cloudy
RG-000419,2025-04-06T17:30:00Z,SOLAR-03,solar,5.65,48.7,0.116,rainy
RG-000420,2025-03-01T06:00:00Z,WIND-04,wind,37.45,45.5,0.823,stormy
RG-000421,2025-03-24T07:45:00Z,SOLAR-04,solar,8.28,76.6,0.108,cloudy
RG-000422,2025-03-12T02:15:00Z,SOLAR-02,solar,0,37.3,0.0,windy
RG-000423,2025-04-15T04:30:00Z,WIND-02,wind,63.22,112.7,0.561,stormy
RG-000424,2025-03-22T01:00:00Z,SOLAR-04,solar,0,76.6,0.0,windy
RG-000425,2025-03-14T00:15:00Z,WIND-02,wind,57.57,112.7,0.511,clear
RG-000426,2025-03-05T02:30:00Z,WIND-01,wind,12.98,39.8,0.326,rainy
RG-000427,2025-03-30T10:45:00Z,HYDRO-02,hydro,92.64,151.9,0.61,stormy
RG-000428,2025-04-06T11:15:00Z,SOLAR-06,solar,16.04,59.6,0.269,rainy
RG-000429,2025-03-06T14:30:00Z,SOLAR-05,solar,36.05,50.3,0.717,clear
RG-000430,2025-04-17T09:15:00Z,WIND-02,wind,83.91,112.7,0.745,stormy
RG-000431,2025-03-24T06:30:00Z,WIND-02,wind,33.64,112.7,0.298,cloudy
RG-000432,2025-03-25T00:30:00Z,SOLAR-05,solar,0,50.3,0.0,rainy
RG-000433,2025-03-03T13:30:00Z,SOLAR-03,solar,11.14,48.7,0.229,rainy
RG-000434,2025-03-17T18:00:00Z,SOLAR-04,solar,4.84,76.6,0.063,overcast
RG-000435,2025-03-04T17:45:00Z,HYDRO-03,hydro,95.64,169.9,0.563,stormy
RG-000436,2025-03-12T21:15:00Z,SOLAR-07,solar,0,33.3,0.0,windy
RG-000437,2025-03-11T09:30:00Z,SOLAR-01,solar,34.32,69.3,0.495,clear
RG-000438,2025-03-19T09:45:00Z,WIND-02,wind,51.7,112.7,0.459,windy
RG-000439,2025-03-21T21:45:00Z,WIND-01,wind,18.18,39.8,0.457,clear
RG-000440,2025-04-17T03:15:00Z,WIND-05,wind,52.65,102.7,0.513,cloudy
RG-000441,2025-03-29T08:45:00Z,HYDRO-01,hydro,36.18,59.3,0.61,cloudy
RG-000442,2025-04-25T17:15:00Z,SOLAR-05,solar,14.51,50.3,0.288,stormy
RG-000443,2025-03-19T10:15:00Z,WIND-04,wind,13.88,45.5,0.305,stormy
RG-000444,2025-04-09T07:15:00Z,WIND-03,wind,17.69,40.8,0.434,clear
RG-000445,2025-03-15T02:15:00Z,HYDRO-01,hydro,52.5,59.3,0.885,cloudy
RG-000446,2025-03-17T23:15:00Z,SOLAR-08,solar,0,46.8,0.0,cloudy
RG-000447,2025-04-28T13:15:00Z,WIND-04,wind,8.11,45.5,0.178,cloudy
RG-000448,2025-03-26T12:15:00Z,SOLAR-07,solar,28.28,33.3,0.849,clear
RG-000449,2025-03-07T22:30:00Z,WIND-05,wind,29.44,102.7,0.287,overcast
RG-000450,2025-04-29T18:15:00Z,SOLAR-05,solar,3.6,50.3,0.072,cloudy
RG-000451,2025-04-21T15:45:00Z,HYDRO-02,hydro,130.41,151.9,0.859,rainy
RG-000452,2025-03-02T02:00:00Z,SOLAR-04,solar,0,76.6,0.0,windy
RG-000453,2025-04-28T13:45:00Z,WIND-01,wind,24.77,39.8,0.622,windy
RG-000454,2025-03-05T07:30:00Z,WIND-05,wind,50.26,102.7,0.489,clear
RG-000455,2025-03-10T05:00:00Z,SOLAR-01,solar,2.08,69.3,0.03,overcast
RG-000456,2025-04-05T02:00:00Z,WIND-05,wind,28.62,102.7,0.279,windy
RG-000457,2025-03-12T14:30:00Z,HYDRO-02,hydro,108.38,151.9,0.713,stormy
RG-000458,2025-03-08T00:00:00Z,SOLAR-06,solar,0,59.6,0.0,cloudy
RG-000459,2025-04-15T20:15:00Z,HYDRO-02,hydro,94.07,151.9,0.619,overcast
RG-000460,2025-04-16T18:30:00Z,SOLAR-03,solar,9.82,48.7,0.202,windy
RG-000461,2025-04-06T11:30:00Z,WIND-05,wind,33.4,102.7,0.325,overcast
RG-000462,2025-03-21T02:30:00Z,HYDRO-02,hydro,115.17,151.9,0.758,clear
RG-000463,2025-04-04T08:30:00Z,SOLAR-01,solar,31.95,69.3,0.461,clear
RG-000464,2025-04-05T08:30:00Z,HYDRO-03,hydro,90.34,169.9,0.532,stormy
RG-000465,2025-04-17T19:30:00Z,SOLAR-04,solar,2.64,76.6,0.034,rainy
RG-000466,2025-03-22T17:45:00Z,WIND-02,wind,28.55,112.7,0.253,cloudy
RG-000467,2025-04-08T08:30:00Z,WIND-03,wind,13.45,40.8,0.33,cloudy
RG-000468,2025-03-11T03:15:00Z,HYDRO-03,hydro,111.46,169.9,0.656,overcast
RG-000469,2025-03-09T01:30:00Z,SOLAR-04,solar,0,76.6,0.0,clear
RG-000470,2025-03-16T15:30:00Z,WIND-01,wind,19.76,39.8,0.496,windy
RG-000471,2025-04-24T00:00:00Z,SOLAR-05,solar,0,50.3,0.0,clear
RG-000472,2025-03-04T07:15:00Z,WIND-03,wind,18.47,40.8,0.453,windy
RG-000473,2025-04-26T04:00:00Z,HYDRO-01,hydro,44.04,59.3,0.743,rainy
RG-000474,2025-04-09T11:45:00Z,SOLAR-02,solar,8.56,37.3,0.229,cloudy
RG-000475,2025-04-19T22:15:00Z,SOLAR-06,solar,0,59.6,0.0,rainy
RG-000476,2025-03-09T23:00:00Z,SOLAR-01,solar,0,69.3,0.0,clear
RG-000477,2025-04-20T19:15:00Z,WIND-02,wind,63.94,112.7,0.567,cloudy
RG-000478,2025-03-20T20:15:00Z,SOLAR-07,solar,0,33.3,0.0,rainy
RG-000479,2025-04-18T01:15:00Z,WIND-06,wind,33.77,76.8,0.44,clear
RG-000480,2025-04-02T11:15:00Z,WIND-02,wind,52.76,112.7,0.468,rainy
RG-000481,2025-03-19T22:45:00Z,HYDRO-02,hydro,131.28,151.9,0.864,clear
RG-000482,2025-03-22T16:00:00Z,SOLAR-01,solar,29.07,69.3,0.419,stormy
RG-000483,2025-03-16T09:15:00Z,WIND-01,wind,12.93,39.8,0.325,cloudy
RG-000484,2025-04-27T23:15:00Z,HYDRO-02,hydro,129.74,151.9,0.854,rainy
RG-000485,2025-04-29T17:45:00Z,HYDRO-03,hydro,127.45,169.9,0.75,rainy
RG-000486,2025-03-22T22:15:00Z,HYDRO-03,hydro,95.98,169.9,0.565,clear
RG-000487,2025-03-28T16:30:00Z,WIND-06,wind,49.93,76.8,0.65,windy
RG-000488,2025-04-26T03:30:00Z,SOLAR-06,solar,0,59.6,0.0,clear
RG-000489,2025-03-01T17:30:00Z,HYDRO-03,hydro,139.92,169.9,0.824,stormy
RG-000490,2025-03-11T00:00:00Z,HYDRO-01,hydro,24.67,59.3,0.416,rainy
RG-000491,2025-03-29T05:45:00Z,SOLAR-05,solar,5.7,50.3,0.113,stormy
RG-000492,2025-04-13T04:30:00Z,WIND-04,wind,20.77,45.5,0.456,rainy
RG-000493,2025-04-04T13:00:00Z,WIND-04,wind,34.05,45.5,0.748,windy
RG-000494,2025-04-29T00:00:00Z,WIND-02,wind,49.24,112.7,0.437,rainy
RG-000495,2025-04-15T23:45:00Z,WIND-03,wind,9.77,40.8,0.239,clear
RG-000496,2025-04-22T15:15:00Z,WIND-05,wind,85.12,102.7,0.829,stormy
RG-000497,2025-04-03T21:45:00Z,HYDRO-03,hydro,90.83,169.9,0.535,overcast
RG-000498,2025-04-24T13:15:00Z,WIND-01,wind,17.98,39.8,0.452,windy
RG-000499,2025-03-05T04:30:00Z,SOLAR-03,solar,0,48.7,0.0,windy
RG-000500,2025-04-21T03:15:00Z,WIND-06,wind,62.38,76.8,0.812,windy
RG-000501,2025-03-31T16:00:00Z,HYDRO-03,hydro,97.56,169.9,0.574,windy
RG-000502,2025-04-22T13:45:00Z,SOLAR-01,solar,17.61,69.3,0.254,cloudy
RG-000503,2025-03-15T07:45:00Z,SOLAR-08,solar,4.85,46.8,0.104,rainy
RG-000504,2025-03-13T10:00:00Z,WIND-05,wind,36.93,102.7,0.36,cloudy
RG-000505,2025-03-17T21:45:00Z,HYDRO-02,hydro,100.04,151.9,0.659,clear
RG-000506,2025-04-25T23:45:00Z,SOLAR-03,solar,0,48.7,0.0,windy
RG-000507,2025-04-26T12:15:00Z,HYDRO-01,hydro,46.3,59.3,0.781,stormy
RG-000508,2025-04-23T04:15:00Z,WIND-02,wind,52.95,112.7,0.47,rainy
RG-000509,2025-04-06T08:00:00Z,WIND-02,wind,49.76,112.7,0.442,cloudy
RG-000510,2025-04-12T20:45:00Z,SOLAR-06,solar,0,59.6,0.0,rainy
RG-000511,2025-04-08T07:30:00Z,SOLAR-07,solar,3.14,33.3,0.094,rainy
RG-000512,2025-03-29T20:30:00Z,SOLAR-05,solar,0,50.3,0.0,cloudy
RG-000513,2025-04-20T19:00:00Z,WIND-02,wind,18.01,112.7,0.16,clear
RG-000514,2025-04-19T01:45:00Z,HYDRO-03,hydro,89.87,169.9,0.529,clear
RG-000515,2025-03-29T14:30:00Z,SOLAR-01,solar,42.2,69.3,0.609,stormy
RG-000516,2025-03-03T04:00:00Z,SOLAR-05,solar,0,50.3,0.0,clear
RG-000517,2025-03-30T10:15:00Z,SOLAR-01,solar,49.71,69.3,0.717,clear
RG-000518,2025-03-27T03:15:00Z,SOLAR-02,solar,0,37.3,0.0,cloudy
RG-000519,2025-04-28T03:30:00Z,SOLAR-06,solar,0,59.6,0.0,windy
RG-000520,2025-03-20T16:15:00Z,HYDRO-03,hydro,112.32,169.9,0.661,rainy
RG-000521,2025-03-28T23:15:00Z,WIND-05,wind,91.15,102.7,0.888,stormy
RG-000522,2025-03-10T23:15:00Z,HYDRO-01,hydro,40.16,59.3,0.677,overcast
RG-000523,2025-04-06T09:15:00Z,SOLAR-03,solar,10.03,48.7,0.206,rainy
RG-000524,2025-04-19T18:45:00Z,SOLAR-06,solar,4.63,59.6,0.078,overcast
RG-000525,2025-04-03T12:45:00Z,SOLAR-04,solar,61.77,76.6,0.806,windy
RG-000526,2025-03-08T20:15:00Z,WIND-05,wind,33.55,102.7,0.327,overcast
RG-000527,2025-04-18T12:15:00Z,SOLAR-08,solar,12.08,46.8,0.258,rainy
RG-000528,2025-04-19T03:30:00Z,SOLAR-02,solar,0,37.3,0.0,overcast
RG-000529,2025-03-18T22:30:00Z,SOLAR-03,solar,0,48.7,0.0,rainy
RG-000530,2025-03-12T21:00:00Z,SOLAR-07,solar,0,33.3,0.0,rainy
RG-000531,2025-04-24T07:15:00Z,SOLAR-08,solar,4.25,46.8,0.091,cloudy
RG-000532,2025-03-16T07:15:00Z,WIND-03,wind,25.17,40.8,0.617,windy
RG-000533,2025-03-22T17:15:00Z,SOLAR-07,solar,3.19,33.3,0.096,overcast
RG-000534,2025-03-27T03:15:00Z,WIND-01,wind,23.37,39.8,0.587,stormy
RG-000535,2025-03-12T08:15:00Z,WIND-05,wind,35.01,102.7,0.341,clear
RG-000536,2025-03-15T04:30:00Z,HYDRO-02,hydro,131.09,151.9,0.863,overcast
RG-000537,2025-04-07T05:30:00Z,SOLAR-05,solar,5.38,50.3,0.107,windy
RG-000538,2025-03-26T09:45:00Z,WIND-03,wind,15.06,40.8,0.369,clear
RG-000539,2025-03-30T15:45:00Z,SOLAR-04,solar,39.47,76.6,0.515,clear
RG-000540,2025-03-02T03:45:00Z,WIND-04,wind,21.7,45.5,0.477,clear
RG-000541,2025-04-13T02:45:00Z,SOLAR-06,solar,0,59.6,0.0,cloudy
RG-000542,2025-03-20T03:45:00Z,SOLAR-06,solar,0,59.6,0.0,cloudy
RG-000543,2025-04-18T17:00:00Z,SOLAR-07,solar,3.92,33.3,0.118,rainy
RG-000544,2025-04-14T13:45:00Z,SOLAR-02,solar,9.41,37.3,0.252,overcast
RG-000545,2025-03-08T11:30:00Z,SOLAR-07,solar,7.73,33.3,0.232,rainy
RG-000546,2025-04-01T07:00:00Z,WIND-04,wind,20.27,45.5,0.445,overcast
RG-000547,2025-03-03T04:45:00Z,WIND-04,wind,11.85,45.5,0.26,overcast
RG-000548,2025-03-14T03:30:00Z,HYDRO-02,hydro,110.77,151.9,0.729,cloudy
RG-000549,2025-04-04T06:00:00Z,WIND-03,wind,12.77,40.8,0.313,cloudy
RG-000550,2025-03-26T22:45:00Z,WIND-01,wind,17.32,39.8,0.435,cloudy
RG-000551,2025-04-13T17:30:00Z,WIND-03,wind,14.69,40.8,0.36,clear
RG-000552,2025-03-09T02:45:00Z,SOLAR-04,solar,0,76.6,0.0,cloudy
RG-000553,2025-04-24T14:30:00Z,SOLAR-02,solar,8.08,37.3,0.217,cloudy
RG-000554,2025-03-29T04:45:00Z,WIND-06,wind,9.46,76.8,0.123,rainy
RG-000555,2025-04-11T15:15:00Z,WIND-05,wind,43.57,102.7,0.424,rainy
RG-000556,2025-04-25T16:15:00Z,SOLAR-08,solar,17.24,46.8,0.368,windy
RG-000557,2025-03-03T18:00:00Z,SOLAR-07,solar,8.02,33.3,0.241,stormy
RG-000558,2025-04-16T22:00:00Z,HYDRO-02,hydro,145.91,151.9,0.961,windy
RG-000559,2025-04-13T12:45:00Z,SOLAR-04,solar,20.9,76.6,0.273,overcast
RG-000560,2025-04-11T16:15:00Z,SOLAR-03,solar,7.05,48.7,0.145,cloudy
RG-000561,2025-03-30T17:00:00Z,SOLAR-06,solar,18.44,59.6,0.309,clear
RG-000562,2025-04-03T21:15:00Z,WIND-04,wind,9.85,45.5,0.216,rainy
RG-000563,2025-04-14T22:00:00Z,HYDRO-02,hydro,125.41,151.9,0.826,clear
RG-000564,2025-03-25T12:15:00Z,SOLAR-05,solar,14.11,50.3,0.281,overcast
RG-000565,2025-03-01T19:15:00Z,SOLAR-04,solar,2.77,76.6,0.036,rainy
RG-000566,2025-03-18T18:00:00Z,SOLAR-08,solar,3.26,46.8,0.07,cloudy
RG-000567,2025-04-19T06:00:00Z,SOLAR-04,solar,18.19,76.6,0.237,clear
RG-000568,2025-04-14T14:30:00Z,SOLAR-06,solar,12.57,59.6,0.211,overcast
RG-000569,2025-03-18T00:30:00Z,SOLAR-04,solar,0,76.6,0.0,windy
RG-000570,2025-03-31T16:45:00Z,SOLAR-06,solar,8.53,59.6,0.143,cloudy
RG-000571,2025-03-17T02:00:00Z,SOLAR-03,solar,0,48.7,0.0,overcast
RG-000572,2025-03-09T15:30:00Z,WIND-05,wind,57.54,102.7,0.56,stormy
RG-000573,2025-04-01T02:15:00Z,SOLAR-03,solar,0,48.7,0.0,stormy
RG-000574,2025-03-13T12:15:00Z,SOLAR-07,solar,9.28,33.3,0.279,rainy
RG-000575,2025-03-04T04:30:00Z,SOLAR-08,solar,0,46.8,0.0,cloudy
RG-000576,2025-03-03T09:00:00Z,WIND-06,wind,27.51,76.8,0.358,windy
RG-000577,2025-03-06T05:15:00Z,SOLAR-08,solar,1.47,46.8,0.031,cloudy
RG-000578,2025-03-05T19:15:00Z,SOLAR-04,solar,9.42,76.6,0.123,clear
RG-000579,2025-03-11T04:30:00Z,SOLAR-05,solar,0,50.3,0.0,stormy
RG-000580,2025-04-21T11:15:00Z,HYDRO-02,hydro,70.59,151.9,0.465,cloudy
RG-000581,2025-04-29T06:15:00Z,SOLAR-03,solar,9.29,48.7,0.191,stormy
RG-000582,2025-04-19T13:15:00Z,WIND-04,wind,19.73,45.5,0.434,overcast
RG-000583,2025-03-28T01:30:00Z,SOLAR-02,solar,0,37.3,0.0,rainy
RG-000584,2025-03-08T03:00:00Z,SOLAR-04,solar,0,76.6,0.0,overcast
RG-000585,2025-03-18T21:30:00Z,WIND-02,wind,36.24,112.7,0.322,cloudy
RG-000586,2025-04-26T20:45:00Z,WIND-04,wind,18.77,45.5,0.413,stormy
RG-000587,2025-03-03T04:30:00Z,WIND-06,wind,49.03,76.8,0.638,stormy
RG-000588,2025-04-04T02:30:00Z,SOLAR-08,solar,0,46.8,0.0,rainy
RG-000589,2025-04-29T14:45:00Z,HYDRO-02,hydro,118.55,151.9,0.78,clear
RG-000590,2025-03-20T05:45:00Z,SOLAR-07,solar,1.32,33.3,0.04,overcast
RG-000591,2025-03-09T05:00:00Z,SOLAR-05,solar,2.05,50.3,0.041,rainy
RG-000592,2025-04-15T23:00:00Z,HYDRO-02,hydro,136.23,151.9,0.897,clear
RG-000593,2025-03-07T17:15:00Z,SOLAR-07,solar,4.05,33.3,0.122,rainy
